Gene_ID,Gene_Symbol,Chromosome,Gene_Type,Gene_RefSeq_Status,RNA_RefSeq_Status,Gene_Length_bp
440738,MAP1LC3C,1,protein-coding,VALIDATED,VALIDATED,6200
55201,MAP1S,19,protein-coding,VALIDATED,VALIDATED,15064
4133,MAP2,2,protein-coding,REVIEWED,REVIEWED,310072
5604,MAP2K1,15,protein-coding,REVIEWED,REVIEWED,104672
5605,MAP2K2,19,protein-coding,REVIEWED,REVIEWED,33864
5606,MAP2K3,17,protein-coding,REVIEWED,REVIEWED,30585
6416,MAP2K4,17,protein-coding,REVIEWED,REVIEWED,123014
5607,MAP2K5,15,protein-coding,REVIEWED,REVIEWED,264435
5608,MAP2K6,17,protein-coding,REVIEWED,REVIEWED,139165
5609,MAP2K7,19,protein-coding,REVIEWED,REVIEWED,10704
4214,MAP3K1,5,protein-coding,REVIEWED,REVIEWED,81080
4294,MAP3K10,19,protein-coding,REVIEWED,REVIEWED,23919
4296,MAP3K11,11,protein-coding,REVIEWED,REVIEWED,16495
7786,MAP3K12,12,protein-coding,REVIEWED,REVIEWED,21537
9175,MAP3K13,3,protein-coding,REVIEWED,REVIEWED,206157
9020,MAP3K14,17,protein-coding,REVIEWED,REVIEWED,53946
389840,MAP3K15,X,protein-coding,VALIDATED,VALIDATED,155204
80122,MAP3K19,2,protein-coding,VALIDATED,VALIDATED,83594
10746,MAP3K2,2,protein-coding,REVIEWED,REVIEWED,88865
51776,MAP3K20,2,protein-coding,REVIEWED,REVIEWED,192575
84451,MAP3K21,1,protein-coding,VALIDATED,VALIDATED,57417
4215,MAP3K3,17,protein-coding,REVIEWED,REVIEWED,74102
4216,MAP3K4,6,protein-coding,REVIEWED,REVIEWED,125865
4217,MAP3K5,6,protein-coding,REVIEWED,REVIEWED,236053
9064,MAP3K6,1,protein-coding,REVIEWED,REVIEWED,12859
6885,MAP3K7,6,protein-coding,REVIEWED,REVIEWED,73729
56911,MAP3K7CL,21,protein-coding,VALIDATED,VALIDATED,98419
1326,MAP3K8,10,protein-coding,REVIEWED,REVIEWED,27813
4293,MAP3K9,14,protein-coding,VALIDATED,VALIDATED,86737
4134,MAP4,3,protein-coding,REVIEWED,REVIEWED,238590
11184,MAP4K1,19,protein-coding,VALIDATED,VALIDATED,30396
5871,MAP4K2,11,protein-coding,REVIEWED,REVIEWED,16341
8491,MAP4K3,2,protein-coding,REVIEWED,REVIEWED,188372
9448,MAP4K4,2,protein-coding,REVIEWED,REVIEWED,196988
11183,MAP4K5,14,protein-coding,REVIEWED,REVIEWED,142635
4135,MAP6,11,protein-coding,REVIEWED,REVIEWED,81811
79929,MAP6D1,3,protein-coding,REVIEWED,REVIEWED,9730
9053,MAP7,6,protein-coding,REVIEWED,REVIEWED,208539
55700,MAP7D1,1,protein-coding,VALIDATED,VALIDATED,24885
256714,MAP7D2,X,protein-coding,VALIDATED,VALIDATED,110284
79649,MAP7D3,X,protein-coding,REVIEWED,REVIEWED,43263
79884,MAP9,4,protein-coding,VALIDATED,VALIDATED,34313
5594,MAPK1,22,protein-coding,REVIEWED,REVIEWED,108024
5602,MAPK10,4,protein-coding,REVIEWED,REVIEWED,582330
5600,MAPK11,22,protein-coding,REVIEWED,REVIEWED,6681
6300,MAPK12,22,protein-coding,REVIEWED,REVIEWED,8910
5603,MAPK13,6,protein-coding,REVIEWED,REVIEWED,14041
1432,MAPK14,6,protein-coding,REVIEWED,REVIEWED,95288
225689,MAPK15,8,protein-coding,VALIDATED,VALIDATED,6159
93487,MAPK1IP1L,14,protein-coding,VALIDATED,VALIDATED,18551
5595,MAPK3,16,protein-coding,REVIEWED,REVIEWED,9205
5596,MAPK4,18,protein-coding,REVIEWED,REVIEWED,172055
5597,MAPK6,15,protein-coding,REVIEWED,REVIEWED,47052
5598,MAPK7,17,protein-coding,REVIEWED,REVIEWED,5824
5599,MAPK8,10,protein-coding,REVIEWED,REVIEWED,132722
9479,MAPK8IP1,11,protein-coding,REVIEWED,REVIEWED,20970
23542,MAPK8IP2,22,protein-coding,REVIEWED,REVIEWED,13297
23162,MAPK8IP3,16,protein-coding,REVIEWED,REVIEWED,64135
5601,MAPK9,5,protein-coding,REVIEWED,REVIEWED,58478
79109,MAPKAP1,9,protein-coding,REVIEWED,REVIEWED,269841
9261,MAPKAPK2,1,protein-coding,REVIEWED,REVIEWED,49374
7867,MAPKAPK3,3,protein-coding,REVIEWED,REVIEWED,37436
8550,MAPKAPK5,12,protein-coding,REVIEWED,REVIEWED,60248
23005,MAPKBP1,15,protein-coding,REVIEWED,REVIEWED,53422
22919,MAPRE1,20,protein-coding,REVIEWED,REVIEWED,30626
10982,MAPRE2,18,protein-coding,REVIEWED,REVIEWED,166543
22924,MAPRE3,2,protein-coding,REVIEWED,REVIEWED,56849
4137,MAPT,17,protein-coding,REVIEWED,REVIEWED,133953
64757,MARC1,1,protein-coding,VALIDATED,VALIDATED,27703
54996,MARC2,1,protein-coding,REVIEWED,REVIEWED,37399
55016,MARCH1,4,protein-coding,VALIDATED,VALIDATED,859753
162333,MARCH10,17,protein-coding,VALIDATED,VALIDATED,107068
441061,MARCH11,5,protein-coding,VALIDATED,VALIDATED,112483
51257,MARCH2,19,protein-coding,VALIDATED,VALIDATED,25750
115123,MARCH3,5,protein-coding,REVIEWED,REVIEWED,164689
57574,MARCH4,2,protein-coding,VALIDATED,VALIDATED,114166
54708,MARCH5,10,protein-coding,VALIDATED,VALIDATED,62802
10299,MARCH6,5,protein-coding,REVIEWED,REVIEWED,86750
64844,MARCH7,2,protein-coding,VALIDATED,VALIDATED,56127
220972,MARCH8,10,protein-coding,VALIDATED,VALIDATED,140322
92979,MARCH9,12,protein-coding,VALIDATED,VALIDATED,5313
4082,MARCKS,6,protein-coding,REVIEWED,REVIEWED,6141
65108,MARCKSL1,1,protein-coding,REVIEWED,REVIEWED,2411
8685,MARCO,2,protein-coding,REVIEWED,REVIEWED,52496
9665,MARF1,16,protein-coding,VALIDATED,VALIDATED,48798
4139,MARK1,1,protein-coding,VALIDATED,VALIDATED,136275
2011,MARK2,11,protein-coding,REVIEWED,REVIEWED,72093
4140,MARK3,14,protein-coding,REVIEWED,REVIEWED,118468
57787,MARK4,19,protein-coding,REVIEWED,REVIEWED,54026
4141,MARS,12,protein-coding,REVIEWED,REVIEWED,28703
92935,MARS2,2,protein-coding,REVIEWED,REVIEWED,3087
83742,MARVELD1,10,protein-coding,VALIDATED,VALIDATED,4445
153562,MARVELD2,5,protein-coding,REVIEWED,REVIEWED,28911
91862,MARVELD3,16,protein-coding,VALIDATED,VALIDATED,15813
4142,MAS1,6,protein-coding,REVIEWED,REVIEWED,1135
116511,MAS1L,6,protein-coding,VALIDATED,VALIDATED,1260
5648,MASP1,3,protein-coding,REVIEWED,REVIEWED,77445
10747,MASP2,1,protein-coding,REVIEWED,REVIEWED,20717
22983,MAST1,19,protein-coding,REVIEWED,REVIEWED,41023
23139,MAST2,1,protein-coding,VALIDATED,VALIDATED,249133
23031,MAST3,19,protein-coding,VALIDATED,VALIDATED,53929
375449,MAST4,5,protein-coding,REVIEWED,REVIEWED,573248
84930,MASTL,10,protein-coding,REVIEWED,REVIEWED,33475
4143,MAT1A,10,protein-coding,REVIEWED,REVIEWED,17859
4144,MAT2A,2,protein-coding,REVIEWED,REVIEWED,6303
27430,MAT2B,5,protein-coding,REVIEWED,REVIEWED,16290
4145,MATK,19,protein-coding,REVIEWED,REVIEWED,23844
4146,MATN1,1,protein-coding,REVIEWED,REVIEWED,12309
4147,MATN2,8,protein-coding,REVIEWED,REVIEWED,167700
4148,MATN3,2,protein-coding,REVIEWED,REVIEWED,20643
8785,MATN4,20,protein-coding,REVIEWED,REVIEWED,15121
9782,MATR3,5,protein-coding,REVIEWED,REVIEWED,57926
23383,MAU2,19,protein-coding,VALIDATED,VALIDATED,38148
57506,MAVS,20,protein-coding,REVIEWED,REVIEWED,29325
4149,MAX,14,protein-coding,REVIEWED,REVIEWED,96595
4150,MAZ,16,protein-coding,VALIDATED,VALIDATED,5103
4151,MB,22,protein-coding,REVIEWED,REVIEWED,16591
151963,MB21D2,3,protein-coding,VALIDATED,VALIDATED,121347
4152,MBD1,18,protein-coding,REVIEWED,REVIEWED,14893
8932,MBD2,18,protein-coding,REVIEWED,REVIEWED,73188
53615,MBD3,19,protein-coding,REVIEWED,REVIEWED,16091
85509,MBD3L1,19,protein-coding,REVIEWED,REVIEWED,748
125997,MBD3L2,19,protein-coding,REVIEWED,REVIEWED,2396
653657,MBD3L3,19,protein-coding,VALIDATED,VALIDATED,2430
284428,MBD3L5,19,protein-coding,VALIDATED,VALIDATED,2429
8930,MBD4,3,protein-coding,REVIEWED,REVIEWED,9236
55777,MBD5,2,protein-coding,REVIEWED,REVIEWED,495913
114785,MBD6,12,protein-coding,VALIDATED,VALIDATED,9439
51562,MBIP,14,protein-coding,VALIDATED,VALIDATED,22119
4153,MBL2,10,protein-coding,REVIEWED,REVIEWED,7871
255374,MBLAC1,7,protein-coding,VALIDATED,VALIDATED,1805
153364,MBLAC2,5,protein-coding,VALIDATED,VALIDATED,16566
4154,MBNL1,3,protein-coding,REVIEWED,REVIEWED,222125
10150,MBNL2,13,protein-coding,REVIEWED,REVIEWED,171832
55796,MBNL3,X,protein-coding,REVIEWED,REVIEWED,120717
154141,MBOAT1,6,protein-coding,REVIEWED,REVIEWED,112781
129642,MBOAT2,2,protein-coding,VALIDATED,VALIDATED,151061
619373,MBOAT4,8,protein-coding,VALIDATED,VALIDATED,17315
79143,MBOAT7,19,protein-coding,REVIEWED,REVIEWED,16471
4155,MBP,18,protein-coding,REVIEWED,REVIEWED,154876
54799,MBTD1,17,protein-coding,VALIDATED,VALIDATED,83093
8720,MBTPS1,16,protein-coding,REVIEWED,REVIEWED,63183
51360,MBTPS2,X,protein-coding,REVIEWED,REVIEWED,45886
4157,MC1R,16,protein-coding,REVIEWED,REVIEWED,3099
4158,MC2R,18,protein-coding,REVIEWED,REVIEWED,33666
4159,MC3R,20,protein-coding,REVIEWED,REVIEWED,1084
4160,MC4R,18,protein-coding,REVIEWED,REVIEWED,1438
4161,MC5R,18,protein-coding,REVIEWED,REVIEWED,1319
4162,MCAM,11,protein-coding,VALIDATED,VALIDATED,11372
27349,MCAT,22,protein-coding,REVIEWED,REVIEWED,11192
4163,MCC,5,protein-coding,REVIEWED,REVIEWED,466732
56922,MCCC1,3,protein-coding,VALIDATED,VALIDATED,84370
64087,MCCC2,5,protein-coding,REVIEWED,REVIEWED,71419
401250,MCCD1,6,protein-coding,VALIDATED,VALIDATED,1270
84693,MCEE,2,protein-coding,REVIEWED,REVIEWED,20613
199675,MCEMP1,19,protein-coding,REVIEWED,REVIEWED,2777
4168,MCF2,X,protein-coding,REVIEWED,REVIEWED,126512
23263,MCF2L,13,protein-coding,REVIEWED,REVIEWED,205362
23101,MCF2L2,3,protein-coding,VALIDATED,VALIDATED,252154
90411,MCFD2,2,protein-coding,REVIEWED,REVIEWED,39986
2847,MCHR1,22,protein-coding,REVIEWED,REVIEWED,3637
84539,MCHR2,6,protein-coding,VALIDATED,VALIDATED,74329
345643,MCIDAS,5,protein-coding,REVIEWED,REVIEWED,8525
4170,MCL1,1,protein-coding,REVIEWED,REVIEWED,5188
55388,MCM10,10,protein-coding,VALIDATED,VALIDATED,49557
4171,MCM2,3,protein-coding,REVIEWED,REVIEWED,24080
4172,MCM3,6,protein-coding,REVIEWED,REVIEWED,20868
8888,MCM3AP,21,protein-coding,REVIEWED,REVIEWED,51173
4173,MCM4,8,protein-coding,REVIEWED,REVIEWED,17958
4174,MCM5,22,protein-coding,REVIEWED,REVIEWED,54820
4175,MCM6,2,protein-coding,REVIEWED,REVIEWED,36852
4176,MCM7,7,protein-coding,REVIEWED,REVIEWED,9213
84515,MCM8,20,protein-coding,REVIEWED,REVIEWED,50290
254394,MCM9,6,protein-coding,REVIEWED,REVIEWED,121714
79892,MCMBP,10,protein-coding,VALIDATED,VALIDATED,44225
157777,MCMDC2,8,protein-coding,VALIDATED,VALIDATED,55688
57192,MCOLN1,19,protein-coding,REVIEWED,REVIEWED,11400
255231,MCOLN2,1,protein-coding,REVIEWED,REVIEWED,71540
55283,MCOLN3,1,protein-coding,VALIDATED,VALIDATED,30821
79648,MCPH1,8,protein-coding,REVIEWED,REVIEWED,241914
348262,MCRIP1,17,protein-coding,VALIDATED,VALIDATED,10934
84331,MCRIP2,16,protein-coding,VALIDATED,VALIDATED,6671
10445,MCRS1,12,protein-coding,VALIDATED,VALIDATED,9940
79772,MCTP1,5,protein-coding,VALIDATED,VALIDATED,580886
55784,MCTP2,15,protein-coding,VALIDATED,VALIDATED,252415
28985,MCTS1,X,protein-coding,VALIDATED,VALIDATED,17271
90550,MCU,10,protein-coding,REVIEWED,REVIEWED,195564
55013,MCUB,4,protein-coding,VALIDATED,VALIDATED,128521
63933,MCUR1,6,protein-coding,VALIDATED,VALIDATED,28446
9656,MDC1,6,protein-coding,REVIEWED,REVIEWED,18182
4188,MDFI,6,protein-coding,REVIEWED,REVIEWED,17227
29969,MDFIC,7,protein-coding,REVIEWED,REVIEWED,97763
266727,MDGA1,6,protein-coding,REVIEWED,REVIEWED,65483
161357,MDGA2,14,protein-coding,VALIDATED,VALIDATED,838799
4190,MDH1,2,protein-coding,REVIEWED,REVIEWED,18589
130752,MDH1B,2,protein-coding,VALIDATED,VALIDATED,27787
4191,MDH2,7,protein-coding,REVIEWED,REVIEWED,19490
4192,MDK,11,protein-coding,REVIEWED,REVIEWED,3054
56890,MDM1,12,protein-coding,REVIEWED,REVIEWED,37849
4193,MDM2,12,protein-coding,REVIEWED,REVIEWED,37396
4194,MDM4,1,protein-coding,REVIEWED,REVIEWED,41744
23195,MDN1,6,protein-coding,VALIDATED,VALIDATED,185247
145553,MDP1,14,protein-coding,VALIDATED,VALIDATED,2134
259283,MDS2,1,protein-coding,VALIDATED,VALIDATED,13616
4199,ME1,6,protein-coding,REVIEWED,REVIEWED,220831
4200,ME2,18,protein-coding,REVIEWED,REVIEWED,71094
10873,ME3,11,protein-coding,REVIEWED,REVIEWED,233639
4201,MEA1,6,protein-coding,VALIDATED,VALIDATED,36743
64769,MEAF6,1,protein-coding,REVIEWED,REVIEWED,24860
57707,MEAK7,16,protein-coding,VALIDATED,VALIDATED,28398
2122,MECOM,3,protein-coding,REVIEWED,REVIEWED,580283
4204,MECP2,X,protein-coding,REVIEWED,REVIEWED,75932
51102,MECR,1,protein-coding,REVIEWED,REVIEWED,38302
5469,MED1,17,protein-coding,REVIEWED,REVIEWED,46997
84246,MED10,5,protein-coding,VALIDATED,VALIDATED,6601
400569,MED11,17,protein-coding,VALIDATED,VALIDATED,2203
9968,MED12,X,protein-coding,REVIEWED,REVIEWED,23899
116931,MED12L,3,protein-coding,REVIEWED,REVIEWED,351013
9969,MED13,17,protein-coding,REVIEWED,REVIEWED,123379
23389,MED13L,12,protein-coding,REVIEWED,REVIEWED,318644
9282,MED14,X,protein-coding,REVIEWED,REVIEWED,86580
100873985,MED14OS,X,protein-coding,VALIDATED,VALIDATED,3306
51586,MED15,22,protein-coding,REVIEWED,REVIEWED,80091
10025,MED16,19,protein-coding,VALIDATED,VALIDATED,25268
9440,MED17,11,protein-coding,REVIEWED,REVIEWED,29092
54797,MED18,1,protein-coding,VALIDATED,VALIDATED,6966
219541,MED19,11,protein-coding,REVIEWED,REVIEWED,8819
9477,MED20,6,protein-coding,REVIEWED,REVIEWED,15795
9412,MED21,12,protein-coding,REVIEWED,REVIEWED,8152
6837,MED22,9,protein-coding,REVIEWED,REVIEWED,7256
9439,MED23,6,protein-coding,REVIEWED,REVIEWED,54274
9862,MED24,17,protein-coding,REVIEWED,REVIEWED,35646
81857,MED25,19,protein-coding,REVIEWED,REVIEWED,22106
9441,MED26,19,protein-coding,VALIDATED,VALIDATED,53298
9442,MED27,9,protein-coding,REVIEWED,REVIEWED,219778
80306,MED28,4,protein-coding,VALIDATED,VALIDATED,11001
55588,MED29,19,protein-coding,VALIDATED,VALIDATED,9335
90390,MED30,8,protein-coding,VALIDATED,VALIDATED,19550
51003,MED31,17,protein-coding,VALIDATED,VALIDATED,8322
29079,MED4,13,protein-coding,REVIEWED,REVIEWED,19414
10001,MED6,14,protein-coding,VALIDATED,VALIDATED,17470
9443,MED7,5,protein-coding,REVIEWED,REVIEWED,4471
112950,MED8,1,protein-coding,REVIEWED,REVIEWED,5905
55090,MED9,17,protein-coding,REVIEWED,REVIEWED,16235
84935,MEDAG,13,protein-coding,VALIDATED,VALIDATED,19403
4205,MEF2A,15,protein-coding,REVIEWED,REVIEWED,150942
100271849,MEF2B,19,protein-coding,VALIDATED,VALIDATED,24723
4208,MEF2C,5,protein-coding,REVIEWED,REVIEWED,185865
4209,MEF2D,1,protein-coding,REVIEWED,REVIEWED,37122
4210,MEFV,16,protein-coding,REVIEWED,REVIEWED,14749
84466,MEGF10,5,protein-coding,REVIEWED,REVIEWED,231704
84465,MEGF11,15,protein-coding,VALIDATED,VALIDATED,364021
1953,MEGF6,1,protein-coding,VALIDATED,VALIDATED,136829
1954,MEGF8,19,protein-coding,REVIEWED,REVIEWED,53161
1955,MEGF9,9,protein-coding,VALIDATED,VALIDATED,113570
150365,MEI1,22,protein-coding,VALIDATED,VALIDATED,99975
101928601,MEI4,6,protein-coding,VALIDATED,VALIDATED,276772
644890,MEIG1,10,protein-coding,VALIDATED,VALIDATED,33823
728637,MEIKIN,5,protein-coding,VALIDATED,VALIDATED,138709
254528,MEIOB,16,protein-coding,VALIDATED,VALIDATED,38196
284071,MEIOC,17,protein-coding,VALIDATED,VALIDATED,20693
4211,MEIS1,2,protein-coding,REVIEWED,REVIEWED,137360
4212,MEIS2,15,protein-coding,REVIEWED,REVIEWED,210279
56917,MEIS3,19,protein-coding,REVIEWED,REVIEWED,19116
9833,MELK,9,protein-coding,VALIDATED,VALIDATED,104822
4241,MELTF,3,protein-coding,REVIEWED,REVIEWED,28077
51072,MEMO1,2,protein-coding,VALIDATED,VALIDATED,143865
4221,MEN1,11,protein-coding,REVIEWED,REVIEWED,7781
4222,MEOX1,17,protein-coding,REVIEWED,REVIEWED,21589
4223,MEOX2,7,protein-coding,REVIEWED,REVIEWED,75472
4224,MEP1A,6,protein-coding,VALIDATED,VALIDATED,52631
4225,MEP1B,18,protein-coding,VALIDATED,VALIDATED,32584
56257,MEPCE,7,protein-coding,VALIDATED,VALIDATED,5337
56955,MEPE,4,protein-coding,REVIEWED,REVIEWED,25420
10461,MERTK,2,protein-coding,REVIEWED,REVIEWED,141468
23184,MESD,15,protein-coding,VALIDATED,VALIDATED,42553
55897,MESP1,15,protein-coding,VALIDATED,VALIDATED,16538
145873,MESP2,15,protein-coding,REVIEWED,REVIEWED,2397
4232,MEST,7,protein-coding,REVIEWED,REVIEWED,20123
4233,MET,7,protein-coding,REVIEWED,REVIEWED,126028
23173,METAP1,4,protein-coding,VALIDATED,VALIDATED,67473
254042,METAP1D,2,protein-coding,VALIDATED,VALIDATED,82534
10988,METAP2,12,protein-coding,REVIEWED,REVIEWED,41794
79006,METRN,16,protein-coding,VALIDATED,VALIDATED,4483
284207,METRNL,17,protein-coding,VALIDATED,VALIDATED,15436
4234,METTL1,12,protein-coding,REVIEWED,REVIEWED,3564
149281,METTL11B,1,protein-coding,VALIDATED,VALIDATED,22795
57721,METTL14,4,protein-coding,VALIDATED,VALIDATED,26901
196074,METTL15,11,protein-coding,VALIDATED,VALIDATED,418791
79066,METTL16,17,protein-coding,VALIDATED,VALIDATED,95858
64745,METTL17,14,protein-coding,VALIDATED,VALIDATED,7230
92342,METTL18,1,protein-coding,VALIDATED,VALIDATED,2453
151194,METTL21A,2,protein-coding,VALIDATED,VALIDATED,45423
196541,METTL21C,13,protein-coding,VALIDATED,VALIDATED,25530
79091,METTL22,16,protein-coding,REVIEWED,REVIEWED,51926
124512,METTL23,17,protein-coding,REVIEWED,REVIEWED,8006
728464,METTL24,6,protein-coding,VALIDATED,VALIDATED,114378
84190,METTL25,12,protein-coding,VALIDATED,VALIDATED,120823
84326,METTL26,16,protein-coding,VALIDATED,VALIDATED,1940
155368,METTL27,7,protein-coding,REVIEWED,REVIEWED,7938
339175,METTL2A,17,protein-coding,VALIDATED,VALIDATED,26218
55798,METTL2B,7,protein-coding,REVIEWED,REVIEWED,26196
56339,METTL3,14,protein-coding,REVIEWED,REVIEWED,13245
64863,METTL4,18,protein-coding,VALIDATED,VALIDATED,33979
29081,METTL5,2,protein-coding,VALIDATED,VALIDATED,13175
131965,METTL6,3,protein-coding,VALIDATED,VALIDATED,46306
25840,METTL7A,12,protein-coding,VALIDATED,VALIDATED,7767
196410,METTL7B,12,protein-coding,VALIDATED,VALIDATED,3066
79828,METTL8,2,protein-coding,VALIDATED,VALIDATED,119058
51108,METTL9,16,protein-coding,VALIDATED,VALIDATED,60253
92312,MEX3A,1,protein-coding,VALIDATED,VALIDATED,9986
84206,MEX3B,15,protein-coding,REVIEWED,REVIEWED,4366
51320,MEX3C,18,protein-coding,REVIEWED,REVIEWED,23132
399664,MEX3D,19,protein-coding,VALIDATED,VALIDATED,13390
4236,MFAP1,15,protein-coding,VALIDATED,VALIDATED,20219
4237,MFAP2,1,protein-coding,REVIEWED,REVIEWED,7085
4238,MFAP3,5,protein-coding,VALIDATED,VALIDATED,18496
9848,MFAP3L,4,protein-coding,VALIDATED,VALIDATED,46432
4239,MFAP4,17,protein-coding,REVIEWED,REVIEWED,3778
8076,MFAP5,12,protein-coding,REVIEWED,REVIEWED,16946
56947,MFF,2,protein-coding,REVIEWED,REVIEWED,32686
4240,MFGE8,15,protein-coding,REVIEWED,REVIEWED,14787
9258,MFHAS1,8,protein-coding,REVIEWED,REVIEWED,110268
55669,MFN1,3,protein-coding,REVIEWED,REVIEWED,45535
9927,MFN2,1,protein-coding,REVIEWED,REVIEWED,33335
4242,MFNG,22,protein-coding,REVIEWED,REVIEWED,17378
83552,MFRP,11,protein-coding,REVIEWED,REVIEWED,7740
64747,MFSD1,3,protein-coding,VALIDATED,VALIDATED,28456
10227,MFSD10,4,protein-coding,REVIEWED,REVIEWED,4304
79157,MFSD11,17,protein-coding,VALIDATED,VALIDATED,67241
126321,MFSD12,19,protein-coding,VALIDATED,VALIDATED,19323
79847,MFSD13A,10,protein-coding,VALIDATED,VALIDATED,19302
64645,MFSD14A,1,protein-coding,VALIDATED,VALIDATED,45300
84641,MFSD14B,9,protein-coding,VALIDATED,VALIDATED,86594
84278,MFSD14C,9,protein-coding,VALIDATED,VALIDATED,95777
84879,MFSD2A,1,protein-coding,REVIEWED,REVIEWED,14857
388931,MFSD2B,2,protein-coding,VALIDATED,VALIDATED,17754
113655,MFSD3,8,protein-coding,VALIDATED,VALIDATED,3148
148808,MFSD4A,1,protein-coding,VALIDATED,VALIDATED,33935
91749,MFSD4B,6,protein-coding,VALIDATED,VALIDATED,20727
84975,MFSD5,12,protein-coding,VALIDATED,VALIDATED,3156
54842,MFSD6,2,protein-coding,VALIDATED,VALIDATED,93961
162387,MFSD6L,17,protein-coding,VALIDATED,VALIDATED,2240
256471,MFSD8,4,protein-coding,REVIEWED,REVIEWED,48228
84804,MFSD9,2,protein-coding,VALIDATED,VALIDATED,23022
23269,MGA,15,protein-coding,VALIDATED,VALIDATED,148719
8972,MGAM,7,protein-coding,REVIEWED,REVIEWED,120231
93432,MGAM2,7,protein-coding,VALIDATED,VALIDATED,112031
84709,MGARP,4,protein-coding,VALIDATED,VALIDATED,14176
4245,MGAT1,5,protein-coding,REVIEWED,REVIEWED,25095
4247,MGAT2,14,protein-coding,REVIEWED,REVIEWED,2711
4248,MGAT3,22,protein-coding,REVIEWED,REVIEWED,45028
11320,MGAT4A,2,protein-coding,REVIEWED,REVIEWED,112021
11282,MGAT4B,5,protein-coding,REVIEWED,REVIEWED,9381
25834,MGAT4C,12,protein-coding,VALIDATED,VALIDATED,866726
152586,MGAT4D,4,protein-coding,VALIDATED,VALIDATED,56790
4249,MGAT5,2,protein-coding,REVIEWED,REVIEWED,334700
146664,MGAT5B,17,protein-coding,VALIDATED,VALIDATED,81904
11343,MGLL,3,protein-coding,REVIEWED,REVIEWED,134189
92667,MGME1,20,protein-coding,REVIEWED,REVIEWED,22529
4255,MGMT,10,protein-coding,REVIEWED,REVIEWED,303800
4256,MGP,12,protein-coding,REVIEWED,REVIEWED,5199
23295,MGRN1,16,protein-coding,VALIDATED,VALIDATED,74482
4257,MGST1,12,protein-coding,REVIEWED,REVIEWED,30048
4258,MGST2,4,protein-coding,REVIEWED,REVIEWED,88884
4259,MGST3,1,protein-coding,REVIEWED,REVIEWED,25264
8190,MIA,19,protein-coding,VALIDATED,VALIDATED,2317
4253,MIA2,14,protein-coding,REVIEWED,REVIEWED,154598
375056,MIA3,1,protein-coding,VALIDATED,VALIDATED,49911
57534,MIB1,18,protein-coding,REVIEWED,REVIEWED,130165
142678,MIB2,1,protein-coding,REVIEWED,REVIEWED,16881
100507436,MICA,6,protein-coding,REVIEWED,REVIEWED,15532
64780,MICAL1,6,protein-coding,REVIEWED,REVIEWED,21907
9645,MICAL2,11,protein-coding,REVIEWED,REVIEWED,153215
57553,MICAL3,22,protein-coding,VALIDATED,VALIDATED,236911
84953,MICALCL,11,protein-coding,VALIDATED,VALIDATED,75241
85377,MICALL1,22,protein-coding,VALIDATED,VALIDATED,36311
79778,MICALL2,7,protein-coding,VALIDATED,VALIDATED,25859
4277,MICB,6,protein-coding,REVIEWED,REVIEWED,16244
440574,MICOS10,1,protein-coding,VALIDATED,VALIDATED,32845
100532736,MICOS10-NBL1,1,protein-coding,VALIDATED,VALIDATED,61480
125988,MICOS13,19,protein-coding,VALIDATED,VALIDATED,2483
10367,MICU1,10,protein-coding,REVIEWED,REVIEWED,258866
221154,MICU2,13,protein-coding,VALIDATED,VALIDATED,111528
286097,MICU3,8,protein-coding,VALIDATED,VALIDATED,105832
4281,MID1,X,protein-coding,REVIEWED,REVIEWED,388381
58526,MID1IP1,X,protein-coding,VALIDATED,VALIDATED,5101
11043,MID2,X,protein-coding,REVIEWED,REVIEWED,111185
90007,MIDN,19,protein-coding,VALIDATED,VALIDATED,10592
54471,MIEF1,22,protein-coding,VALIDATED,VALIDATED,18035
125170,MIEF2,17,protein-coding,REVIEWED,REVIEWED,5257
84299,MIEN1,17,protein-coding,VALIDATED,VALIDATED,2064
57708,MIER1,1,protein-coding,REVIEWED,REVIEWED,63725
54531,MIER2,19,protein-coding,VALIDATED,VALIDATED,39269
166968,MIER3,5,protein-coding,VALIDATED,VALIDATED,32529
4282,MIF,22,protein-coding,REVIEWED,REVIEWED,845
57409,MIF4GD,17,protein-coding,REVIEWED,REVIEWED,5065
374986,MIGA1,1,protein-coding,VALIDATED,VALIDATED,99917
84895,MIGA2,9,protein-coding,VALIDATED,VALIDATED,35572
60672,MIIP,1,protein-coding,REVIEWED,REVIEWED,12808
284021,MILR1,17,protein-coding,VALIDATED,VALIDATED,47464
23251,MINAR1,15,protein-coding,VALIDATED,VALIDATED,60748
100127206,MINAR2,5,protein-coding,VALIDATED,VALIDATED,16873
55793,MINDY1,1,protein-coding,VALIDATED,VALIDATED,11642
54629,MINDY2,15,protein-coding,VALIDATED,VALIDATED,90709
80013,MINDY3,10,protein-coding,REVIEWED,REVIEWED,82365
84182,MINDY4,7,protein-coding,VALIDATED,VALIDATED,120971
646951,MINDY4B,3,protein-coding,VALIDATED,VALIDATED,20016
50488,MINK1,17,protein-coding,REVIEWED,REVIEWED,64722
9562,MINPP1,10,protein-coding,VALIDATED,VALIDATED,48996
54468,MIOS,7,protein-coding,VALIDATED,VALIDATED,42270
55586,MIOX,22,protein-coding,VALIDATED,VALIDATED,6334
4284,MIP,12,protein-coding,REVIEWED,REVIEWED,7052
