gene	mean	median	longest_isoform	merged
AC008764.6	2062	2062	2062	2062
SLC35E1	1409	929	5131	7160
AC008764.3	432	432	432	432
AC008764.5	190	190	190	190
AC008764.8	2711	2711	2711	2711
MED26	1543	742	3869	5328
AC008764.4	501	468	956	1184
AC008764.7	1078	1078	1078	1078
AC008764.9	2508	2508	2508	2508
AC008764.10	1830	1830	1830	1830
AC008764.2	383	383	383	383
AC024075.3	445	445	453	533
SMIM7	1100	1067	2766	6026
AC024075.2	1463	1463	1463	1463
AC024075.1	546	546	546	546
TMEM38A	1270	798	2615	2971
AC008737.2	118	118	118	118
NWD1	4903	4921	7642	8974
AC008737.3	293	293	293	293
SIN3B	1864	1013	5120	8760
AC008737.1	370	370	370	370
F2RL3	1973	1973	3333	3333
CPAMD8	1861	799	5992	10176
RN7SL835P	264	264	264	264
RN7SL823P	295	295	295	295
AC020908.2	405	405	405	405
HAUS8	1321	1055	3171	5524
AC020908.1	280	280	280	280
MYO9B	2394	784	7624	9954
AC020908.3	611	611	611	611
AC020913.1	431	431	467	495
AC020913.3	125	125	125	125
AC020913.2	636	636	636	636
USE1	799	690	1771	2445
OCEL1	861	860	1557	1859
NR2F6	1567	1567	2403	2675
AC010646.1	515	515	515	515
USHBP1	1482	595	3609	5148
BABAM1	959	864	1470	2573
AC010463.1	1207	1207	1207	1207
ANKLE1	1943	2063	3198	3549
ABHD8	1056	570	2043	2163
MRPL34	699	700	972	1689
AC010463.3	506	506	506	506
DDA1	1251	560	4041	4591
ANO8	2910	3171	4620	5021
GTPBP3	1159	834	2912	4505
PLVAP	1060	620	2288	2293
AC010463.2	661	661	661	661
CCDC194	780	780	856	1464
BST2	606	459	1026	1126
BISPR	993	720	2047	3029
MVB12A	810	786	1225	3315
AC010319.4	693	693	693	693
AC010319.3	470	470	470	470
TMEM221	1338	1338	2032	2424
AC010319.2	892	892	892	892
AC010319.5	759	759	759	759
NXNL1	946	946	946	946
SLC27A1	1963	1571	4421	8429
AC010618.3	691	748	1144	3041
PGLS	944	876	1604	2843
AC010618.2	460	460	460	460
NIBAN3	2127	2073	5093	6904
COLGALT1	1514	702	3644	4856
AC010618.1	476	476	476	476
UNC13A	3645	5135	6051	7191
AC008761.2	419	419	419	419
AC008761.3	889	889	889	889
MAP1S	1025	592	3411	4974
AC008761.1	217	217	217	217
FCHO1	1173	720	3214	5463
B3GNT3	1568	1364	2689	2766
INSL3	1356	900	2417	2771
JAK3	2593	2809	3995	5961
RPL18A	877	906	1389	3490
SNORA68	133	133	133	133
AC005796.1	433	433	433	433
SLC5A5	2014	1866	3605	3681
CCDC124	806	796	1054	1657
KCNN1	1799	1662	3625	3972
RNA5SP468	93	93	93	93
ARRDC2	1500	841	3704	4535
AC020904.3	441	441	441	441
AC020904.2	1535	1535	1669	1736
AC020904.1	728	728	728	728
RPS18P13	454	454	454	454
IL12RB1	1392	595	2902	4289
MAST3	2220	1836	5905	7033
AC007192.2	463	463	463	463
AC007192.1	5134	5134	5134	5134
PIK3R2	1785	1887	3972	4563
IFI30	1171	988	2115	2343
MPV17L2	1434	1626	1939	2097
RAB3A	1021	1027	1490	1777
AC005759.1	512	415	855	1212
AC008397.2	5967	5967	5967	5967
PDE4C	1855	1655	4643	6587
AC008397.1	743	702	908	1131
IQCN	2743	3251	5520	9154
JUND	1219	1219	1939	1939
MIR3188	85	85	85	85
RPL39P38	153	153	153	153
LSM4	1029	1027	1909	2640
RN7SL513P	298	298	298	298
PGPEP1	1593	862	7050	7511
GDF15	722	698	1200	2066
MIR3189	73	73	73	73
LRRC25	2176	2176	2428	2428
SSBP4	862	793	1725	2919
ISYNA1	1312	1281	2305	3167
AC010335.1	603	603	603	603
ELL	1609	1818	3968	4850
AC010335.2	528	528	528	528
AC010335.3	531	531	531	531
AC005387.1	352	352	352	352
FKBP8	1060	1053	1781	2819
AC005387.2	440	440	440	440
KXD1	1014	803	2767	3856
AC005253.1	2004	2004	2004	2004
AC005253.2	432	432	432	432
UBA52	802	680	2837	4287
CRLF1	840	520	1745	2963
REX1BD	1257	960	2466	3371
TMEM59L	1258	1591	1719	2655
RN7SL155P	267	267	267	267
KLHL26	1255	565	4351	4744
CRTC1	3589	2109	6932	6974
COMP	1940	2372	2452	2817
UPF1	1762	580	5354	8604
CERS1	1974	2095	2560	3756
GDF1	2581	2581	2581	2581
AC005197.1	683	683	683	683
COPE	842	872	1767	2877
AC002985.1	634	634	685	685
DDX49	1077	762	2438	3306
HOMER3	1106	942	1979	3425
HOMER3-AS1	1665	1665	1665	1665
RN7SL70P	302	302	302	302
SUGP2	2870	3341	6197	8477
ARMC6	1209	1066	2462	4050
SLC25A42	1081	636	3263	4658
TMEM161A	1136	789	2251	3282
MEF2B	1465	1429	1683	2086
BORCS8-MEF2B	1201	1406	1804	1929
BORCS8	1380	878	3665	5339
RFXANK	823	865	1376	2504
NR2C2AP	907	896	1568	1797
NCAN	2550	2369	6399	6969
RNU6-1028P	93	93	93	93
AC138430.1	5411	5411	5411	5411
HAPLN4	2477	2477	4343	4463
AC138430.2	504	504	504	504
TM6SF2	1276	1518	1829	2189
SUGP1	1303	960	2566	5021
MAU2	1686	670	4852	11007
GATAD2A	2154	729	5777	7300
AC092067.1	485	485	485	485
MIR640	96	96	96	96
TSSK6	1243	1331	1520	1530
NDUFA13	690	594	1169	2717
YJEFN3	1047	979	1285	1564
AC011448.1	1085	1085	1100	1846
CILP2	3000	4208	4243	4362
PBX4	1085	1034	1490	2326
PHF5CP	325	325	325	325
AC002306.1	943	943	943	943
LPAR2	1049	613	2545	2992
GMIP	1531	910	3528	3904
ATP13A1	1878	939	4959	8471
ZNF101	1714	1352	4644	6584
AC011458.2	207	207	207	207
AC011458.1	618	618	618	618
ZNF14	2963	2963	2963	2963
AC011477.6	1440	1440	1440	1440
AC011477.7	2268	2268	2268	2268
AC011477.5	1738	1738	1738	1738
LINC00663	1043	877	2542	4330
AC011477.8	1092	1092	1092	1092
AC011477.3	603	603	603	603
AC011477.4	259	259	259	259
ZNF56	774	674	1303	2334
ZNF506	1826	951	4152	9539
AC011477.1	1020	1020	1020	1020
BNIP3P9	552	552	552	552
ZNF253	1673	1210	3508	3646
BNIP3P10	577	577	577	577
AC011477.2	402	402	402	402
ZNF93	1048	727	2760	5295
AC007204.1	555	555	555	555
AC007204.2	616	616	616	616
ZNF682	1497	608	3764	4960
AC006539.2	572	572	572	572
AC006539.3	127	127	127	127
BNIP3P13	566	566	566	566
ZNF90	1573	1240	3746	6091
AC006539.1	501	501	501	501
AC011447.5	565	565	565	565
AC011447.3	1118	534	4467	6529
AC011447.1	443	443	443	443
AC011447.2	283	283	283	283
BNIP3P15	301	301	301	301
BNIP3P22	248	248	248	248
ZNF826P	118	118	118	118
ZNF486	1668	737	3932	4423
BNIP3P16	533	533	533	533
AC011447.4	111	111	111	111
AC011447.6	2592	2592	2592	2592
AC011447.7	1592	1592	1592	1592
BNIP3P17	578	578	578	578
AC078899.3	212	212	212	212
AC078899.1	978	978	978	978
BNIP3P18	575	575	575	575
AC008554.1	1023	1023	1492	1914
ZNF737	2066	720	8387	9011
AC010329.2	2669	2669	2669	2669
AC010329.5	2094	2094	2094	2094
ZNF626	3032	2773	6079	6857
AC010636.2	367	367	367	367
AC010636.1	628	628	628	628
VN1R79P	514	514	514	514
ZNF66	2142	1122	4549	5694
BNIP3P24	557	557	557	557
ZNF85	1184	777	2648	4671
AC008739.5	1937	1937	1937	1937
KRT18P40	1268	1268	1268	1268
AC008739.1	575	575	575	575
ZNF430	1230	565	3031	5327
AC008739.3	127	127	127	127
VN1R80P	338	338	338	338
ZNF714	1625	1482	2700	3771
RNA5SP469	109	109	109	109
VN1R81P	372	372	372	372
ZNF431	2453	599	13943	14181
RPL7AP10	791	791	791	791
VN1R82P	356	356	356	356
AC010620.1	1102	1102	1102	1102
AC010620.2	313	313	313	313
RPL36AP51	320	320	320	320
AC022432.1	315	315	315	315
VN1R83P	445	445	445	445
ZNF708	1946	1611	3997	4317
BNIP3P25	534	534	534	534
ZNF738	1286	1086	2438	3903
AC010615.3	394	394	394	394
AC010615.1	1598	1598	1598	1598
ZNF493	1763	1660	3301	9548
AC010615.4	472	472	472	472
AC010615.2	1651	1276	4734	6261
LINC00664	2841	3028	3755	5882
ZNF429	1349	831	4771	7556
BNIP3P26	554	554	554	554
AC123912.1	447	447	447	447
AC123912.4	1824	2069	2229	2257
AC123912.2	1422	1422	2407	2610
AC123912.6	315	315	315	315
VN1R84P	235	235	235	235
ZNF100	2158	1636	5211	5301
AC092364.2	1357	1357	2015	2015
AC092364.1	518	518	565	921
BRI3BPP1	792	792	792	792
ZNF43	2063	1316	5292	8358
BNIP3P27	412	412	412	412
ZNF208	2498	781	9045	11858
MTDHP2	715	715	715	715
AC003973.2	2829	2829	2829	2829
BNIP3P28	1193	1193	1193	1193
AC003973.1	1177	1276	1953	5977
ZNF257	1813	892	3874	5163
BNIP3P29	574	574	574	574
ZNF92P2	697	697	697	697
PCGF7P	1032	1032	1032	1032
MTDHP5	586	586	586	586
ZNF676	317	317	317	317
AC073539.1	1492	1492	1492	1492
AC073539.3	386	386	386	386
ZNF729	479	479	479	479
BNIP3P31	566	566	566	566
AC011494.1	252	252	252	252
RPL34P34	354	354	354	354
AC024563.1	278	278	278	278
ZNF492	4085	4085	4085	4085
ZNF98	895	566	2329	3282
AC011516.1	180	180	180	180
BNIP3P32	547	547	547	547
AC025811.1	470	470	470	470
BNIP3P33	568	568	568	568
ZNF209P	2302	2302	2302	2302
AC004004.1	250	250	250	250
AC011467.7	1411	1411	1411	1411
AC011467.1	3357	3357	3357	3357
LINC01233	510	527	540	658
RNU6-1179P	107	107	107	107
ZNF730	1410	1410	1410	1410
AC092329.2	550	550	550	550
ZNF724	1375	780	2764	3322
AC092329.3	1904	1904	1904	1904
BNIP3P38	544	544	544	544
IPO5P1	1580	1580	2874	2874
AC092329.1	574	574	574	574
AC092329.4	934	579	2660	5090
VN1R90P	724	724	724	724
VN1R91P	169	169	169	169
ZNF91	2107	1691	5402	10109
AC010300.1	5145	5145	5145	5145
BNIP3P8	560	560	560	560
CDC42EP3P1	764	764	764	764
LINC01224	1114	582	2765	3984
VN1R92P	925	925	925	925
AC074140.1	206	206	206	206
ZNF725P	1631	1631	1631	1631
ZNF675	1299	669	4238	6798
AC073544.1	1576	1576	1576	1576
RPS27P29	252	252	252	252
VN1R93P	536	536	536	536
ZNF681	2597	670	6494	6494
AC139769.1	1245	1164	1935	3246
BNIP3P39	553	553	553	553
AC139769.2	2176	2176	2176	2176
AC139769.3	175	175	175	175
AC011503.4	2076	2076	2076	2076
ZNF726	1630	1662	2477	6289
AC011503.1	1065	1065	1572	1677
AC011503.2	1545	1545	1545	1545
AC011503.3	954	954	954	954
RNA5-8SP4	150	150	150	150
AC092279.2	1653	1729	3635	11592
AC092279.1	2676	3572	4249	7612
AC092279.3	2191	2191	2191	2191
BNIP3P40	556	556	556	556
AC073534.2	413	413	413	413
AC073534.1	1089	1089	1089	1089
AC011467.6	320	320	320	320
GOLGA2P9	1517	1937	2035	2650
RN7SL860P	224	224	224	224
AC011467.3	429	429	429	429
AC011467.4	341	341	524	603
AC011467.5	997	997	997	997
LINC01785	1052	1116	1249	1712
AC011467.2	238	238	238	238
ZNF849P	1496	1496	1496	1496
RPL34P33	330	330	330	330
AC024563.2	481	481	481	481
VN1R87P	489	489	489	489
ZNF99	5486	5486	7859	7925
AC008626.2	248	248	248	248
AC008626.1	254	254	254	254
BNIP3P34	572	572	572	572
ZNF723	1860	1860	1860	1860
BNIP3P35	487	487	487	487
AC022145.1	673	673	963	1181
ZNF728	1656	1656	2596	2773
BNIP3P36	574	574	574	574
LINC01859	1488	1343	2418	4143
LINC01858	927	773	1839	3141
AC074135.2	524	524	538	630
AC074135.1	182	182	187	187
LINC00662	2032	1639	6426	28355
AC006504.1	3870	3870	3870	3870
AC006504.5	1483	1478	5153	14235
AC006504.7	635	635	635	635
AC006504.3	523	523	523	523
SLC25A1P5	783	783	783	783
AC006504.2	614	614	771	888
AC006504.4	1568	1568	1568	1568
AC005357.2	826	826	1069	1579
AC006504.6	199	199	199	199
AC005758.1	625	625	625	625
AC005357.1	302	302	302	302
AC010511.1	556	556	573	576
AC020905.1	574	574	574	574
AC005580.1	549	562	582	1154
AC093074.1	557	557	557	557
AC005307.1	1570	1570	1570	1570
AC005394.2	3171	3171	3171	3171
AC005381.1	627	586	769	1270
AC005394.1	1317	1317	1317	1317
AC005616.1	585	585	585	585
AC079466.2	165	165	165	165
AC079466.1	2433	1550	4451	4781
AC005524.1	938	651	1678	2142
MAN1A2P1	1400	1400	1400	1400
AC007795.1	695	818	831	1275
LINC00906	1854	1554	3932	6814
AC008991.1	487	487	487	487
AC011524.1	240	240	240	240
AC011524.2	399	399	399	399
RNA5SP470	106	106	106	106
LINC01532	1536	1134	3337	4421
AC011505.1	1617	1617	1617	1617
UQCRFS1	3089	3089	3089	3089
AC007786.1	1133	1133	1558	1606
AC007786.2	803	803	803	803
AC007786.3	600	600	600	600
RN7SL340P	295	295	295	295
AC007786.4	3838	3838	5012	5302
AC011474.1	1737	1617	2588	3753
AC011474.3	250	250	250	250
AC011474.2	543	543	543	543
AC011474.4	2076	2076	2076	2076
VSTM2B	1488	1488	1488	1488
POP4	898	606	2555	4308
PLEKHF1	1076	1032	1699	2298
C19orf12	1984	1514	4486	5387
AC008798.3	2367	2367	2367	2367
CCNE1	1272	1298	1958	2465
AC008798.2	2349	2349	2349	2349
AC008507.3	1969	1969	1969	1969
PPIAP58	472	472	472	472
URI1	1018	578	3468	5452
RPL9P32	622	622	622	622
RPL9P7	580	580	580	580
AC008507.2	1171	1171	1171	1171
TAF9P3	127	127	127	127
AC008507.1	758	758	758	758
AC008507.4	2054	2054	2230	2245
AC008507.5	925	925	925	925
AC005597.1	428	428	428	428
ZNF536	2518	2951	4977	8671
AC011504.1	4106	4106	4106	4106
AC011478.1	554	554	554	554
AC011507.1	567	567	567	567
LINC01834	385	385	385	385
AC020897.1	561	561	561	561
AC020912.1	5072	5072	5072	5072
TSHZ3	2243	1735	5060	8274
LINC01791	833	793	1664	3497
AC025809.1	560	560	560	560
AC025809.2	1831	1831	1831	1831
AC008992.1	446	446	446	446
AC008794.1	293	293	293	293
LINC02841	507	507	560	736
AC011525.1	5684	5684	5684	5684
AC011525.2	1566	1617	2240	3364
RNA5SP471	106	106	106	106
RNU6-967P	108	108	108	108
LINC01837	1120	1028	3034	7330
LINC01533	1083	1114	1926	3713
LINC01782	2914	2914	2914	2914
AC011518.1	1127	1238	1951	3158
AC074139.1	714	714	714	714
RNA5SP472	119	119	119	119
ZNF507	5558	5765	7718	11246
AC007773.1	973	973	973	973
DPY19L3	2735	1866	6020	9902
PDCD5	641	519	1805	2138
ANKRD27	1406	743	4436	7933
SNORA68B	133	133	133	133
RPS12P31	399	399	399	399
RN7SL789P	294	294	294	294
AC008474.1	576	576	576	576
RGS9BP	2466	2466	2466	2466
AC008736.1	568	568	568	568
NUDT19	2970	2970	2970	2970
AC008736.2	518	518	518	518
TDRD12	2730	3216	4201	7021
AC008805.1	364	364	364	364
SLC7A9	1499	1660	1997	2597
AC008805.2	435	435	435	435
RN7SKP22	293	293	293	293
CEP89	1899	1340	5671	9234
RPL31P60	367	367	367	367
FAAP24	1098	870	2329	2393
RHPN2	1744	1803	3225	3572
AC008521.1	187	187	187	187
AC008521.2	259	259	259	259
GPATCH1	1815	1779	3191	4465
WDR88	1396	1708	1837	1847
LRP3	2248	2178	4062	5351
AC008738.1	371	371	371	371
AC008738.7	511	511	511	511
SLC7A10	1481	1499	1947	3181
AC008738.4	1497	1728	2064	2629
AC008738.6	569	569	569	569
AC008738.3	659	659	659	659
CEBPA	2613	2613	2613	2613
AC008738.5	488	488	488	488
CEBPA-DT	2197	2197	2197	2197
AC008738.2	404	404	404	404
RPS3AP50	803	803	803	803
AKR1B1P7	952	952	952	952
CEBPG	3471	3738	3853	4064
PEPD	1216	1029	1941	4488
AC010485.1	1389	1389	1389	1389
RPL21P131	483	483	483	483
CHST8	1798	2180	2480	3055
KCTD15	995	720	2555	4329
AC008556.1	2034	2034	2034	2034
RN7SL150P	262	262	262	262
AC016587.1	1807	1807	1807	1807
RPS4XP23	237	237	237	237
RPS4XP20	784	784	784	784
RPS4XP21	753	753	753	753
CHCHD2P3	451	451	451	451
LSM14A	1830	1655	3431	4355
KIAA0355	1777	744	6672	7417
RPL29P33	316	316	316	316
AC010504.1	598	598	598	598
GPI	1457	837	4367	10685
AC092073.1	638	638	652	973
PDCD2L	776	594	1227	1416
RN7SL154P	321	321	321	321
AC008747.1	441	441	441	441
UBA2	1229	800	3999	4818
WTIP	7113	7113	13560	13628
RPS26P55	356	356	356	356
ZNF807P	1706	1706	1706	1706
SCGB1B2P	507	507	612	616
SCGB2B2	1186	643	2489	2974
AC020910.4	876	876	876	876
AC020910.1	86	86	86	86
AC020910.2	411	411	411	411
AC020910.7	1419	1419	1419	1419
SCGB2B3P	409	409	409	409
AC020910.6	1917	1917	1917	1917
ZNF302	1724	1467	3819	5002
AC020910.5	538	538	538	538
ZNF181	2283	2265	5775	6249
ZNF599	2243	2243	3476	6798
AC020910.3	610	610	610	610
LINC01801	1538	1745	2079	2711
AC008555.1	2795	2795	2795	2795
AC008555.6	584	584	584	584
AC008555.2	1671	1320	5387	8467
AC008555.4	864	873	1142	1247
AC008555.3	568	568	568	568
AC008555.5	1206	1177	1852	3864
LINC01838	1612	1612	1612	1612
ZNF30-AS1	624	624	624	624
ZNF30	1284	781	2585	2745
AC008555.7	2158	2158	2158	2158
ZNF792	3317	3317	4069	4413
GRAMD1A	1321	794	2826	5952
AC020907.3	556	556	556	556
AC020907.4	527	527	527	527
SCN1B	2439	1588	4882	7935
HPN	1552	1783	2363	3372
HPN-AS1	2235	2284	3257	4652
AC020907.1	1266	1270	1429	3100
AC020907.6	1784	1784	1784	1784
FXYD3	865	751	1469	3335
MIR6887	65	65	65	65
LGI4	1659	1113	2891	4534
AC020907.5	1932	1932	1932	1932
FXYD1	578	592	944	1911
AC020907.2	658	658	728	735
FXYD7	728	674	1111	1795
FXYD5	870	878	1580	2991
FAM187B	1184	1184	1184	1184
FAM187B2P	713	713	713	713
LSR	1413	1609	2483	2918
AC002128.2	618	618	618	618
AC002128.1	1016	1016	1016	1016
USF2	1148	1095	2750	4977
HAMP	1227	652	2623	2861
MAG	1241	580	2426	2960
CD22	1080	595	3256	6149
U62631.1	435	435	435	435
MIR5196	115	115	115	115
FFAR1	2315	2315	2315	2315
FFAR3	1491	1491	1800	1859
GPR42	1493	1493	1805	1864
EEF1A1P7	1394	1394	1394	1394
LINC01531	1146	885	3306	4101
AC002511.3	421	421	421	421
RN7SL491P	268	268	268	268
AC002511.2	450	450	450	450
AC002511.1	998	998	998	998
FFAR2	1505	2055	2137	2153
KRTDAP	454	451	485	661
DMKN	785	678	2832	7541
SBSN	1165	957	1946	1986
GAPDHS	943	704	1448	1559
TMEM147-AS1	2777	2852	4437	4924
TMEM147	946	868	1783	1927
ATP4A	1683	1281	3721	3901
AD000090.1	391	391	391	391
LINC01766	481	311	863	958
AC002115.1	566	566	566	566
HAUS5	2616	2829	4613	5109
RBM42	1348	1445	1692	2206
ETV2	1167	1165	1572	2154
COX6B1	532	488	786	1370
UPK1A	1231	1252	1373	1373
UPK1A-AS1	793	793	793	793
TYMSP2	424	424	424	424
ZBTB32	1207	1211	2036	2738
KMT2B	3539	2784	8511	10758
IGFLR1	802	661	1647	2094
AD000671.2	1925	1925	1925	1925
U2AF1L4	982	736	2583	2876
PSENEN	854	833	1127	1362
AD000671.1	1190	1190	1190	1190
AD000671.3	1151	1151	1715	2043
LIN37	854	909	1454	2805
AC002398.2	660	660	660	660
HSPB6	909	708	1457	1721
PROSER3	1175	768	3602	6322
AC002398.1	430	430	430	430
ARHGAP33	1550	740	4219	5391
LINC01529	1589	1977	2606	4685
PRODH2	1093	803	2031	2806
NPHS1	2046	1074	4277	5535
KIRREL2	2053	2015	2947	3395
APLP1	1411	1324	2495	3733
RN7SL402P	264	264	264	264
NFKBID	1226	1089	2404	3205
AD000864.1	2296	2296	2296	2296
HCST	504	504	564	564
TYROBP	534	541	620	906
LRFN3	2366	2122	4691	5116
AF038458.3	498	498	498	498
AF038458.1	260	260	260	260
AF038458.2	600	600	600	600
SDHAF1	1116	1116	1116	1116
SYNE4	1074	1004	2420	2627
AC002116.1	1130	1130	1130	1130
ALKBH6	927	793	3326	4289
AC002116.2	643	643	643	643
CLIP3	1247	627	3350	3767
THAP8	960	963	1349	1803
WDR62	2774	2468	4865	8719
AD000813.1	832	832	832	832
OVOL3	685	685	695	747
POLR2I	595	542	993	1137
TBCB	711	708	1067	3301
AD001527.2	785	785	785	785
CAPNS1	1034	1019	1561	3089
AD001527.1	377	377	377	377
COX7A1	356	373	466	588
AC002984.1	448	448	448	448
ZNF565	1295	1217	2521	3741
AC008848.1	113	113	113	113
ZNF146	1735	553	3759	4125
ZNF383	1898	1156	6747	8397
ZNF585B	1675	598	6082	7427
AC012309.1	643	575	967	1655
ZNF585A	3699	2750	8611	10745
AC012309.2	307	307	307	307
ZNF420	1046	576	3636	4079
AC010632.2	1215	1215	1215	1215
AC010632.1	570	570	570	570
AC010632.3	369	369	369	369
ZNF568	2279	2232	4099	9339
ZNF829	3327	3164	5012	7762
ZNF345	1354	583	3525	4740
RPL31P61	376	376	376	376
AC008733.1	103	103	103	103
ZNF790	1577	1552	3037	3835
ZNF790-AS1	1777	1800	3053	7963
AC020928.1	1589	1837	2039	2097
AC020928.2	2185	2185	2185	2185
ZNF850	4032	4064	7693	7831
ZNF567	1838	2042	3730	4720
LINC01534	1486	862	3673	4121
AC074138.1	1304	1304	1304	1304
ZNF461	1370	743	3981	4804
ZNF382	2153	773	8362	11344
ZNF529	1795	579	5249	8195
ZNF529-AS1	971	840	2080	3656
AC092295.1	434	434	434	434
ZNF260	3776	4171	5283	5569
CTBP2P7	1242	1242	1242	1242
AC092295.2	790	790	790	790
ZNF566	1738	929	5200	6488
AC092296.3	999	999	999	999
ZFP82	3658	3655	5937	9233
AC092296.4	256	256	256	256
ZFP14	4075	4075	7509	7837
AC092296.1	563	563	563	563
AC092296.2	1618	2173	2672	3442
AC016590.1	1069	819	2302	2640
AC016590.4	2974	2974	2974	2974
ZNF875	1215	576	3453	7183
AC016590.3	752	752	752	752
AC016590.2	374	374	374	374
ZNF527	2086	999	5321	6424
AC008806.1	2443	2443	2443	2443
ZNF569	2321	2168	4495	5022
ZNF570	1686	587	5547	6234
ZNF793-AS1	724	673	1036	1409
AC022148.2	560	560	560	560
ZNF793	3202	2892	7125	12014
AC022148.1	3276	3276	3276	3276
ZNF571-AS1	1408	722	5369	7672
ZNF540	1918	2194	3192	4384
ZNF571	2230	2170	4139	6234
ZFP30	1615	584	6093	7526
ZNF781	1551	1337	3128	3597
AC093227.2	1296	704	2804	3091
SELENOKP1	285	285	285	285
ZNF607	2162	1190	4327	4703
AC093227.1	1357	1357	1357	1357
AC093227.3	1227	1227	1227	1227
ZNF573	1237	691	2494	4728
AC016582.2	774	774	1102	1441
AC016582.3	561	561	561	561
AC016582.1	1149	555	2983	3640
WDR87	6110	8823	8966	9175
SIPA1L3	1505	572	7999	10536
AC008395.1	607	607	607	607
AC011465.1	328	328	328	328
AC011479.4	1890	1890	1890	1890
AC011479.3	436	436	436	436
RN7SL663P	299	299	299	299
DPF1	1445	1567	2358	4819
SPINT2	1072	580	3801	5079
PPP1R14A	656	608	947	1453
AC011479.2	507	507	527	545
AC011479.5	622	622	622	622
AC011479.1	93	93	93	93
YIF1B	1085	952	2769	4722
C19orf33	482	490	575	684
KCNK6	3076	3076	5676	6122
CATSPERG	1832	729	3784	9202
AC005625.1	472	472	472	472
PSMD8	1085	1091	1587	3116
GGN	1108	520	2329	2529
AC005789.1	297	297	297	297
FAM98C	1393	919	4207	5345
SPRED3	1440	646	4785	6036
RASGRP4	2789	2929	4085	4194
RYR1	4838	2251	15398	15980
AC067969.2	569	569	569	569
AC067969.1	552	552	552	552
MAP4K1	1147	713	2655	3980
AC008649.1	516	516	516	516
EIF3K	719	687	1327	2798
ACTN4	1790	1566	5006	6136
AC008649.2	242	242	242	242
CAPN12	1338	983	3141	5980
AC022144.1	1575	1575	1575	1575
LGALS7B	515	515	532	660
LGALS7	515	515	565	795
RNU6-140P	108	108	108	108
LGALS4	731	661	1341	2222
ECH1	608	440	1204	3536
AC008982.1	652	652	963	963
AC104534.1	566	566	566	566
HNRNPL	1491	1633	3084	6785
AC008982.2	512	512	512	512
RINL	1186	576	3069	4235
AC011455.1	495	495	495	495
SIRT2	1261	890	4731	6205
NFKBIB	1087	820	2206	2330
CCER2	816	816	1060	1060
SARS2	1024	691	2057	3321
AC011455.2	1967	1967	1967	1967
MRPS12	1000	1068	1223	2147
ERVK9-11	348	348	348	348
FBXO17	1462	1299	2797	4240
AC011455.6	1907	1907	1907	1907
FBXO27	1152	771	2317	2803
AC010605.1	797	797	797	797
ACP7	1985	2150	2903	3047
PAK4	1838	1217	5767	7147
AC011443.1	362	362	362	362
NCCRP1	1978	1978	1978	1978
SYCN	571	571	571	571
IFNL3P1	497	497	497	497
IFNL3	721	721	734	771
IFNL4	1422	1459	1639	1837
MSRB1P1	355	355	355	355
IFNL4P1	618	618	618	618
IFNL2	737	737	737	737
IFNL1	775	775	775	775
LRFN1	3375	3375	3375	3375
AC011445.1	877	877	877	877
GMFG	543	493	1015	1375
AC011445.2	173	173	173	173
SAMD4B	1672	817	4518	8066
RN7SL566P	296	296	296	296
PAF1	996	683	2207	2934
MED29	2124	2205	3590	3839
ZFP36	1266	1699	1752	1976
MIR4530	57	57	57	57
PLEKHG2	1669	720	8054	9204
RPS16	833	630	2386	2671
SUPT5H	1510	609	3902	8653
TIMM50	1279	770	5049	7203
DLL3	1350	1376	2333	2620
SELENOV	1133	1174	1703	1730
EID2B	1068	1068	1861	1861
AC011500.3	647	647	647	647
TDGF1P7	559	559	559	559
EID2	1455	1455	1455	1455
LGALS16	629	629	654	660
RPS29P30	111	111	111	111
AC005176.1	916	531	1834	1838
CLC	312	312	312	312
AC005176.2	147	147	147	147
LGALS13	481	522	600	709
RPS29P26	160	160	160	160
RPS29P25	171	171	171	171
RPS29P24	171	171	171	171
AC011500.1	469	469	469	469
AC093063.1	363	363	363	363
AC005515.2	114	114	114	114
RPS29P27	171	171	171	171
LEUTX	669	669	671	748
AC005393.1	583	583	583	583
DYRK1B	1669	1906	2724	3192
MIR6719	87	87	87	87
FBL	810	732	1407	2145
FCGBP	11162	9995	22119	25572
PSMC4	1303	1432	1754	2552
ZNF546	2000	606	8006	9032
AC007842.1	2119	2119	2119	2119
ZNF780B	3195	509	8595	9147
AC005614.2	458	458	458	458
ZNF780A	2298	2041	7510	7978
AC005614.1	3645	3645	3645	3645
VN1R96P	858	858	858	858
MAP3K10	1259	763	3749	4878
TTC9B	1578	1578	2313	2332
CNTD2	1217	1142	1803	2033
AKT2	1224	668	5261	15807
AC118344.1	1463	1463	1463	1463
MIR641	99	99	99	99
RNU6-945P	107	107	107	107
C19orf47	1539	1316	3658	4896
AC118344.3	106	106	106	106
AC118344.2	113	113	113	113
PLD3	1027	748	2344	5088
AC118344.4	4759	4759	4759	4759
MIR6796	62	62	62	62
HIPK4	2446	2446	2446	2446
PRX	4137	4863	5496	6255
SERTAD1	2088	2088	2088	2088
AC010271.2	588	588	588	588
SERTAD3	907	747	1506	1839
AC010271.1	558	558	558	558
BLVRB	871	783	1400	1621
AC010271.3	257	257	257	257
AC020929.1	4060	2152	8913	11844
SHKBP1	1058	799	2419	4036
LTBP4	1335	680	5032	8071
NUMBL	1282	748	3557	5801
