Peak.Chpreffed	Peak.Humreffed	ATAC11_SKM_Hyb1_Human_chpreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_chpreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_CM_HP_MN_PP_SKM_68077_promoter_C1QTNF5	peak_CM_HP_MN_PP_SKM_68077_promoter_C1QTNF5	58	29	58	29	0.002479419793816073
peak_CM_HP_MN_PP_SKM_159008_enhancer_OR10H3_63658.5_CYP4F2_65732.5	peak_CM_HP_MN_PP_SKM_159008_enhancer_OR10H1_28489.5_OR10H5_42665.5	31	63	31	63	0.001261386598131299
peak_CM_PP_SKM_277422_enhancer_DPYSL3_101624.5_JAKMIP2_228174.0	peak_CM_PP_SKM_277422_enhancer_DPYSL3_100821.5_JAKMIP2_228193.5	16	41	16	41	0.001263559472435463
peak_CM_HP_MN_PP_SKM_75863_promoter_YAF2	peak_CM_HP_MN_PP_SKM_75863_promoter_YAF2	69	35	69	35	0.0011086208878113386
peak_CM_HP_MN_PP_SKM_349398_enhancer_ABCA1_58893.0_NIPSNAP3B_105253.0	peak_CM_HP_MN_PP_SKM_349398_enhancer_ABCA1_58994.0_NIPSNAP3B_104978.5	34	12	34	12	0.0016414913408482334
peak_CM_HP_MN_PP_SKM_72121_promoter_SPSB2	peak_CM_HP_MN_PP_SKM_72121_promoter_SPSB2	74	40	74	40	0.001866718227316894
peak_CM_HP_MN_PP_SKM_98379_enhancer_TPP2_4775.0_METTL21C_114168.5	peak_CM_HP_MN_PP_SKM_98379_enhancer_TPP2_4784.5_METTL21C_112104.5	14	36	14	36	0.0026021714567221466
peak_CM_SKM_85696_enhancer_TRAFD1_3455.0_NAA25_13420.0	peak_CM_SKM_85696_enhancer_TRAFD1_3446.0_NAA25_13301.5	8	26	8	26	0.0029350556433200836
peak_CM_HP_MN_PP_SKM_177619_promoter_LOXL3_DOK1	peak_CM_HP_MN_PP_SKM_177619_promoter_LOXL3_DOK1	92	55	92	55	0.0028574202527916486
peak_CM_HP_MN_PP_SKM_355766_enhancer_RNF208_1919.5_C9orf169_1897.0	peak_CM_HP_MN_PP_SKM_355766_enhancer_RNF208_1914.0_C9orf169_1904.5	75	42	75	42	0.00292812834069718
peak_CM_HP_MN_PP_SKM_114973_enhancer_FBXL22_13284.5_USP3_107645.5	peak_CM_HP_MN_PP_SKM_114973_enhancer_FBXL22_13283.5_USP3_106033.5	28	56	28	56	0.002985323184447229
peak_MN_PP_354838_enhancer_RXRA_58296.5_WDR5_241066.5	peak_MN_PP_354838_enhancer_RXRA_58282.0_WDR5_248660.0	11	31	11	31	0.002887247974285856
peak_CM_HP_MN_PP_SKM_357993_enhancer_RLIM_76342.0_SLC16A2_118379.0	peak_CM_HP_MN_PP_SKM_357993_enhancer_RLIM_78241.5_SLC16A2_115150.5	38	69	38	69	0.003529272035686486
peak_CM_HP_MN_PP_SKM_193639_promoter_PLCD4	peak_CM_HP_MN_PP_SKM_193639_promoter_PLCD4	28	56	28	56	0.002985323184447229
peak_MN_SKM_332785_enhancer_DCAF4L2_104562.0_MMP16_347620.0	peak_MN_SKM_332785_enhancer_DCAF4L2_104997.5_MMP16_348592.5	16	39	16	39	0.0026672623828598026
peak_CM_HP_MN_PP_SKM_276826_promoter_GNPDA1	peak_CM_HP_MN_PP_SKM_276826_promoter_GNPDA1	8	26	8	26	0.0029350556433200836
peak_MN_SKM_123009_enhancer_CLEC16A_139180.5_DEXI_141249.5	peak_MN_SKM_123009_enhancer_CLEC16A_140282.0_DEXI_142357.0	26	8	26	8	0.0029350556433200836
peak_CM_HP_MN_PP_SKM_81097_promoter_CSRP2	peak_CM_HP_MN_PP_SKM_81097_promoter_CSRP2	28	56	28	56	0.002985323184447229
peak_CM_HP_MN_PP_SKM_286175_promoter_FANCE	peak_CM_HP_MN_PP_SKM_286175_promoter_FANCE	45	78	45	78	0.0037314457550981393
peak_CM_MN_PP_220616_enhancer_VGLL4_99482.0_ATG7_269602.5	peak_CM_MN_PP_220616_enhancer_VGLL4_99251.5_ATG7_272274.5	8	26	8	26	0.0029350556433200836
peak_CM_HP_MN_PP_SKM_333787_promoter_CPQ	peak_CM_HP_MN_PP_SKM_333787_promoter_CPQ	11	31	11	31	0.002887247974285856
peak_CM_HP_PP_SKM_63170_enhancer_GAB2_66611.5_USP35_161987.0	peak_CM_HP_PP_SKM_63170_enhancer_GAB2_66952.5_USP35_162032.5	8	26	8	26	0.0029350556433200836
peak_CM_HP_MN_PP_354439_promoter_GBGT1	peak_CM_HP_MN_PP_354439_promoter_GBGT1	8	26	8	26	0.0029350556433200836
peak_CM_MN_PP_SKM_3226_enhancer_TMEM51_204687.0_C1orf195_223190.0	peak_CM_MN_PP_SKM_3226_enhancer_TMEM51_207796.0_C1orf195_226293.0	34	13	34	13	0.0030876764615186394
peak_CM_MN_PP_SKM_164397_promoter_EML2	peak_CM_MN_PP_SKM_164397_promoter_EML2	31	60	31	60	0.00311268984839376
peak_CM_HP_MN_PP_SKM_157520_promoter_KEAP1	peak_CM_HP_MN_PP_SKM_157520_promoter_KEAP1	34	63	34	63	0.0042258039216827616
peak_CM_SKM_1568_enhancer_VAMP3_478126.5_PER3_491102.0	peak_CM_SKM_1568_enhancer_VAMP3_479526.5_PER3_492520.5	13	34	13	34	0.0030876764615186394
peak_CM_HP_MN_PP_SKM_168685_promoter_ID2	peak_CM_HP_MN_PP_SKM_168685_promoter_ID2	75	39	75	39	0.0009591967698984296
peak_CM_HP_MN_PP_SKM_138786_promoter_RUNDC3A	peak_CM_HP_MN_PP_SKM_138786_promoter_RUNDC3A	44	18	44	18	0.0012990027709550095
peak_MN_SKM_179818_enhancer_IL1RL1_385779.0_IL18R1_405101.5	peak_MN_SKM_179818_enhancer_REV1_154028.0_EIF5B_306666.5	36	14	36	14	0.0026021714567221466
peak_CM_HP_MN_PP_SKM_226865_promoter_PRKCD	peak_CM_HP_MN_PP_SKM_226865_promoter_PRKCD	19	43	19	43	0.0031560602510210594
peak_CM_HP_SKM_14344_enhancer_TTLL7_358685.5_PRKACB_487478.0	peak_CM_HP_SKM_14344_enhancer_TTLL7_357707.5_PRKACB_502714.0	27	8	27	8	0.0018782254774123432
peak_CM_HP_MN_PP_SKM_9960_promoter_MMACHC	peak_CM_HP_MN_PP_SKM_9960_promoter_MMACHC	24	50	24	50	0.00337223333414807
peak_CM_HP_MN_PP_SKM_93793_promoter_RCBTB1	peak_CM_HP_MN_PP_SKM_93793_promoter_RCBTB1	28	56	28	56	0.002985323184447229
peak_CM_HP_MN_PP_SKM_195426_promoter_EFHD1	peak_CM_HP_MN_PP_SKM_195426_promoter_EFHD1	49	23	49	23	0.002942760530124976
peak_CM_HP_MN_PP_SKM_224023_promoter_OXSR1	peak_CM_HP_MN_PP_SKM_224023_promoter_OXSR1	58	94	58	94	0.0043709380726187136
peak_CM_HP_MN_PP_SKM_255703_promoter_PRSS12	peak_CM_HP_MN_PP_SKM_255703_promoter_PRSS12	22	47	22	47	0.0035448128470210523
peak_CM_HP_MN_PP_SKM_347573_promoter_SPTLC1	peak_CM_HP_MN_PP_SKM_347573_promoter_SPTLC1	8	28	8	28	0.0011932429624721408
peak_CM_HP_MN_PP_SKM_117638_promoter_CIB2_IDH3A	peak_CM_HP_MN_PP_SKM_117638_promoter_CIB2_IDH3A	17	42	17	42	0.0015471669302425245
peak_CM_HP_MN_PP_SKM_9491_promoter_MED8_SZT2	peak_CM_HP_MN_PP_SKM_9491_promoter_MED8_SZT2	33	12	33	12	0.002458900322096724
peak_CM_HP_MN_PP_SKM_174498_promoter_STON1	peak_CM_HP_MN_PP_SKM_174498_promoter_STON1	45	15	45	15	0.00013451408092849532
peak_CM_HP_MN_PP_SKM_149160_promoter_RNF138	peak_CM_HP_MN_PP_SKM_149160_promoter_RNF138	52	86	52	86	0.0047862663560003784
peak_CM_SKM_8315_enhancer_ZC3H12A_2821.5_MEAF6_42952.5	peak_CM_SKM_8315_enhancer_ZC3H12A_2809.0_MEAF6_43023.5	16	38	16	38	0.003838265880326096
peak_CM_HP_MN_PP_SKM_192994_promoter_ATIC	peak_CM_HP_MN_PP_SKM_192994_promoter_ATIC	51	25	51	25	0.0038362357516146263
peak_CM_SKM_353029_enhancer_DNM1_12583.0_CIZ1_24339.0	peak_CM_SKM_353029_enhancer_DNM1_12604.5_CIZ1_24314.0	9	27	9	27	0.00393317302223295
peak_CM_HP_MN_PP_267777_enhancer_ANXA2R_47235.5_ZNF131_125861.0	peak_CM_HP_MN_PP_267777_enhancer_ANXA2R_47709.0_ZNF131_128643.5	27	9	27	9	0.00393317302223295
peak_CM_HP_MN_PP_SKM_6629_promoter_PTPRU	peak_CM_HP_MN_PP_SKM_6629_promoter_PTPRU	9	27	9	27	0.00393317302223295
peak_CM_HP_MN_PP_SKM_243300_promoter_CTBP1	peak_CM_HP_MN_PP_SKM_243300_promoter_CTBP1	53	87	53	87	0.005102556809829758
peak_CM_HP_MN_PP_SKM_334763_enhancer_AZIN1_53360.0_KLF10_158213.5	peak_CM_HP_MN_PP_SKM_334763_enhancer_AZIN1_53426.0_KLF10_155946.5	28	55	28	55	0.004039208886669413
peak_CM_HP_MN_PP_SKM_183260_promoter_MAP3K2	peak_CM_HP_MN_PP_SKM_183260_promoter_MAP3K2	99	53	99	53	0.00023742692017977325
peak_CM_HP_MN_PP_SKM_326964_enhancer_ZNF703_46592.0_ERLIN2_87246.0	peak_CM_HP_MN_PP_SKM_326964_enhancer_ZNF703_46590.0_ERLIN2_87434.0	28	9	28	9	0.0025632079923525453
peak_CM_HP_MN_PP_SKM_67073_promoter_REXO2	peak_CM_HP_MN_PP_SKM_67073_promoter_REXO2	9	30	9	30	0.0010650196345523
peak_CM_HP_MN_PP_SKM_59110_enhancer_CD5_28023.5_VPS37C_31048.5	peak_CM_HP_MN_PP_SKM_59110_enhancer_CD5_27659.5_VPS37C_31388.5	30	8	30	8	0.0004719867429230362
peak_CM_HP_MN_PP_SKM_117168_promoter_PTPN9	peak_CM_HP_MN_PP_SKM_117168_promoter_PTPN9	31	59	31	59	0.0041651140158244435
peak_CM_HP_MN_PP_SKM_40303_promoter_RTKN2	peak_CM_HP_MN_PP_SKM_40303_promoter_RTKN2	63	34	63	34	0.0042258039216827616
peak_CM_HP_MN_PP_SKM_60969_promoter_RAD9A	peak_CM_HP_MN_PP_SKM_60969_promoter_RAD9A	21	45	21	45	0.004272405031651674
peak_CM_HP_MN_PP_SKM_126927_promoter_CCDC102A	peak_CM_HP_MN_PP_SKM_126927_promoter_CCDC102A	47	79	47	79	0.005536025163897797
peak_CM_HP_MN_PP_SKM_21584_promoter_DEDD	peak_CM_HP_MN_PP_SKM_21584_promoter_DEDD	89	54	89	54	0.004300979122006236
peak_CM_HP_MN_PP_SKM_138370_promoter_WNK4	peak_CM_HP_MN_PP_SKM_138370_promoter_WNK4	19	42	19	42	0.004444019471066869
peak_CM_HP_MN_PP_SKM_6380_promoter_XKR8	peak_CM_HP_MN_PP_SKM_6380_promoter_XKR8	15	36	15	36	0.0046013097117665325
peak_CM_MN_PP_SKM_137392_promoter_SLFN11	peak_CM_MN_PP_SKM_137392_promoter_SLFN11	39	17	39	17	0.004561532746408219
peak_CM_HP_MN_PP_SKM_123734_promoter_GDE1_CCP110	peak_CM_HP_MN_PP_SKM_123734_promoter_GDE1_CCP110	56	29	56	29	0.004511640408355218
peak_CM_HP_MN_PP_SKM_302832_enhancer_ACTB_26335.5_FSCN1_36269.0	peak_CM_HP_MN_PP_SKM_302832_enhancer_ACTB_26386.5_FSCN1_36292.5	17	39	17	39	0.004561532746408219
peak_CM_HP_MN_PP_SKM_106282_promoter_DNAL1	peak_CM_HP_MN_PP_SKM_106282_promoter_DNAL1	33	10	33	10	0.0006061066312668117
peak_CM_HP_MN_PP_SKM_79466_promoter_SRGAP1	peak_CM_HP_MN_PP_SKM_79466_promoter_SRGAP1	72	41	72	41	0.00455355646603257
peak_CM_HP_MN_PP_SKM_357408_promoter_KDM5C	peak_CM_HP_MN_PP_SKM_357408_promoter_KDM5C	34	13	34	13	0.0030876764615186394
peak_CM_HP_MN_PP_SKM_118894_promoter_NTRK3	peak_CM_HP_MN_PP_SKM_118894_promoter_NTRK3	38	16	38	16	0.003838265880326096
peak_CM_HP_MN_PP_SKM_36561_promoter_ABI1	peak_CM_HP_MN_PP_SKM_36561_promoter_ABI1	100	63	100	63	0.004655769521455307
peak_CM_HP_MN_PP_SKM_353467_enhancer_C9orf50_70478.0_NTMT1_75978.0	peak_CM_HP_MN_PP_SKM_353467_enhancer_C9orf50_70674.5_NTMT1_76173.0	22	46	22	46	0.004903382516355935
peak_CM_HP_MN_PP_SKM_250564_promoter_MOB1B	peak_CM_HP_MN_PP_SKM_250564_promoter_MOB1B	55	26	55	26	0.001688638072721023
peak_CM_HP_MN_PP_SKM_285387_enhancer_ABT1_28020.0_HMGN4_30090.0	peak_CM_HP_MN_PP_SKM_285387_enhancer_ABT1_27943.5_HMGN4_30693.5	10	28	10	28	0.0050976432976312935
peak_CM_HP_MN_PP_SKM_136876_promoter_UTP6	peak_CM_HP_MN_PP_SKM_136876_promoter_UTP6	28	56	28	56	0.002985323184447229
peak_CM_HP_MN_PP_SKM_80326_promoter_RAB3IP	peak_CM_HP_MN_PP_SKM_80326_promoter_RAB3IP	47	22	47	22	0.0035448128470210523
peak_CM_HP_MN_PP_SKM_11442_promoter_ACOT11	peak_CM_HP_MN_PP_SKM_11442_promoter_ACOT11	31	11	31	11	0.002887247974285856
peak_CM_MN_PP_SKM_354692_enhancer_VAV2_58980.0_BRD3_132667.0	peak_CM_MN_PP_SKM_354692_enhancer_VAV2_57411.5_BRD3_132861.0	12	31	12	31	0.005401572654591291
peak_MN_SKM_74537_enhancer_SSPN_92503.0_BHLHE41_162948.0	peak_MN_SKM_74537_enhancer_SSPN_92559.0_BHLHE41_163044.5	14	34	14	34	0.00551520148550111
peak_CM_HP_MN_PP_SKM_165958_promoter_KCNC3	peak_CM_HP_MN_PP_SKM_165958_promoter_KCNC3	34	62	34	62	0.005572997762164588
peak_CM_HP_MN_PP_SKM_12935_promoter_SERBP1	peak_CM_HP_MN_PP_SKM_12935_promoter_SERBP1	67	103	67	103	0.0070883234248417274
peak_CM_HP_MN_PP_SKM_359056_promoter_AIFM1	peak_CM_HP_MN_PP_SKM_359056_promoter_AIFM1	26	51	26	51	0.005870707889737201
peak_CM_HP_MN_PP_SKM_292725_promoter_MANEA	peak_CM_HP_MN_PP_SKM_292725_promoter_MANEA	26	51	26	51	0.005870707889737201
peak_CM_HP_MN_PP_SKM_78916_promoter_CTDSP2	peak_CM_HP_MN_PP_SKM_78916_promoter_CTDSP2	77	39	77	39	0.0005340946135287201
peak_CM_HP_MN_PP_SKM_285079_promoter_GPLD1_ALDH5A1	peak_CM_HP_MN_PP_SKM_285079_promoter_GPLD1_ALDH5A1	44	21	44	21	0.005918433252619306
peak_CM_HP_MN_PP_SKM_216415_promoter_FBXO7	peak_CM_HP_MN_PP_SKM_216415_promoter_FBXO7	41	73	41	73	0.0035046837846087996
peak_HP_MN_SKM_220478_enhancer_SLC6A11_43153.5_ATP2B2_64326.5	peak_HP_MN_SKM_220478_enhancer_SLC6A11_43606.5_ATP2B2_64420.5	11	29	11	29	0.006426576095691416
peak_CM_HP_MN_PP_SKM_234047_promoter_ZXDC	peak_CM_HP_MN_PP_SKM_234047_promoter_ZXDC	64	99	64	99	0.007551144960545147
peak_CM_HP_MN_PP_SKM_11796_promoter_DAB1	peak_CM_HP_MN_PP_SKM_11796_promoter_DAB1	29	11	29	11	0.006426576095691416
peak_CM_HP_MN_PP_SKM_155813_enhancer_STAP2_10793.5_MPND_15513.0	peak_CM_HP_MN_PP_SKM_155813_enhancer_STAP2_10814.0_MPND_15559.0	17	38	17	38	0.006455803109956635
peak_CM_HP_MN_PP_SKM_9303_promoter_ZMYND12_PPCS	peak_CM_HP_MN_PP_SKM_9303_promoter_ZMYND12_PPCS	24	48	24	48	0.006309827313666047
peak_CM_HP_MN_PP_SKM_126565_promoter_GNAO1	peak_CM_HP_MN_PP_SKM_126565_promoter_GNAO1	11	29	11	29	0.006426576095691416
peak_CM_HP_MN_PP_SKM_164088_enhancer_APOC1_3140.0_APOE_5555.0	peak_CM_HP_MN_PP_SKM_164088_enhancer_APOC1_3147.5_APOE_5521.5	11	29	11	29	0.006426576095691416
peak_CM_HP_MN_PP_SKM_30207_enhancer_TMEM63A_30840.5_TMEM63A_35542.5	peak_CM_HP_MN_PP_SKM_30207_enhancer_TMEM63A_31500.0_EPHX1_36049.0	29	11	29	11	0.006426576095691416
peak_CM_HP_MN_PP_SKM_61657_promoter_FADD	peak_CM_HP_MN_PP_SKM_61657_promoter_FADD	32	59	32	59	0.00610552107452477
peak_CM_HP_MN_PP_SKM_146216_promoter_NDC80_METTL4	peak_CM_HP_MN_PP_SKM_146216_promoter_METTL4_NDC80	35	63	35	63	0.00609262967206472
peak_CM_MN_PP_263112_promoter_ZDHHC11_ZDHHC11B	peak_CM_MN_PP_263112_promoter_ZDHHC11	53	85	53	85	0.008083354723191837
peak_CM_HP_MN_PP_SKM_87871_promoter_C12orf65_MPHOSPH9	peak_CM_HP_MN_PP_SKM_87871_promoter_C12orf65_MPHOSPH9	56	89	56	89	0.007656052792678146
peak_SKM_20612_enhancer_LMNA_14380.0_SEMA4A_24914.5	peak_SKM_20612_enhancer_LMNA_14338.0_SEMA4A_24979.5	24	48	24	48	0.006309827313666047
peak_CM_HP_MN_PP_SKM_151259_promoter_ELAC1	peak_CM_HP_MN_PP_SKM_151259_promoter_ELAC1	24	48	24	48	0.006309827313666047
peak_CM_HP_MN_PP_SKM_7882_promoter_KIAA0319L_NCDN	peak_CM_HP_MN_PP_SKM_7882_promoter_KIAA0319L_NCDN	91	57	91	57	0.006479665826347685
peak_CM_HP_MN_PP_SKM_11943_enhancer_JUN_119334.0_MYSM1_205875.5	peak_CM_HP_MN_PP_SKM_11943_enhancer_JUN_119761.5_MYSM1_203735.0	15	35	15	35	0.006600447966810918
peak_CM_HP_MN_PP_SKM_217328_promoter_TOMM22	peak_CM_HP_MN_PP_SKM_217328_promoter_TOMM22	15	35	15	35	0.006600447966810918
peak_CM_HP_MN_PP_SKM_276388_enhancer_PSD2_108900.5_NRG2_138583.0	peak_CM_HP_MN_PP_SKM_276388_enhancer_PSD2_108844.5_NRG2_138714.5	32	13	32	13	0.006608822842281368
peak_CM_HP_PP_SKM_354853_enhancer_RXRA_109337.0_COL5A1_211782.0	peak_CM_HP_PP_SKM_354853_enhancer_RXRA_108762.5_COL5A1_206569.0	13	32	13	32	0.006608822842281368
peak_CM_HP_MN_PP_SKM_325161_promoter_RHOBTB2	peak_CM_HP_MN_PP_SKM_325161_promoter_RHOBTB2	45	22	45	22	0.006741447363103123
peak_CM_HP_MN_PP_SKM_341029_enhancer_GLDC_41322.0_KDM4C_71447.5	peak_CM_HP_MN_PP_SKM_341029_enhancer_GLDC_35796.5_KDM4C_76516.5	124	82	124	82	0.004170132083931551
peak_CM_HP_MN_PP_SKM_125319_promoter_GPT2	peak_CM_HP_MN_PP_SKM_125319_promoter_GPT2	123	82	123	82	0.005085712023699848
peak_CM_HP_MN_PP_SKM_302160_promoter_LFNG	peak_CM_HP_MN_PP_SKM_302160_promoter_LFNG	43	72	43	72	0.008735108684333146
peak_CM_HP_MN_PP_SKM_36771_promoter_WAC	peak_CM_HP_MN_PP_SKM_36771_promoter_WAC	85	124	85	124	0.008419191935872719
peak_CM_HP_MN_PP_SKM_214533_promoter_C22orf39_HIRA	peak_CM_HP_MN_PP_SKM_214533_promoter_HIRA_C22orf39	40	68	40	68	0.009057983337532558
peak_CM_HP_MN_PP_SKM_158559_promoter_RFX1	peak_CM_HP_MN_PP_SKM_158559_promoter_RFX1	46	76	46	76	0.008381134037666804
peak_CM_HP_MN_PP_SKM_320869_enhancer_ZNF786_23206.5_PDIA4_35855.5	peak_CM_HP_MN_PP_SKM_320869_enhancer_ZNF786_25090.5_PDIA4_37072.5	42	20	42	20	0.007148733833163066
peak_CM_HP_MN_PP_SKM_7264_promoter_CCDC28B	peak_CM_HP_MN_PP_SKM_7264_promoter_CCDC28B	68	36	68	36	0.0022094328919877613
peak_CM_HP_MN_PP_SKM_297078_promoter_IFNGR1	peak_CM_HP_MN_PP_SKM_297078_promoter_IFNGR1	28	53	28	53	0.007275502036308492
peak_CM_HP_MN_PP_SKM_8345_promoter_GNL2	peak_CM_HP_MN_PP_SKM_8345_promoter_GNL2	31	57	31	57	0.007343408723708127
peak_CM_HP_MN_PP_SKM_344691_promoter_ALDH1B1	peak_CM_HP_MN_PP_SKM_344691_promoter_ALDH1B1	31	57	31	57	0.007343408723708127
peak_CM_HP_MN_PP_SKM_120789_promoter_CHSY1	peak_CM_HP_MN_PP_SKM_120789_promoter_CHSY1	28	53	28	53	0.007275502036308492
peak_MN_PP_SKM_127215_enhancer_NDRG4_4628.0_SETD6_23012.5	peak_MN_PP_SKM_127215_enhancer_NDRG4_4613.5_SETD6_19970.5	43	18	43	18	0.001868101030975251
peak_CM_MN_SKM_146050_enhancer_COLEC12_43606.5_CETN1_118897.5	peak_CM_MN_SKM_146050_enhancer_COLEC12_43563.0_CETN1_123257.0	10	27	10	27	0.007632078602910042
peak_CM_HP_MN_PP_SKM_267506_promoter_RPL37	peak_CM_HP_MN_PP_SKM_267506_promoter_RPL37	38	65	38	65	0.010063333265586338
peak_CM_MN_PP_SKM_3261_enhancer_TMEM51_61740.0_C1orf195_80243.0	peak_CM_MN_PP_SKM_3261_enhancer_TMEM51_64393.5_C1orf195_82890.5	35	62	35	62	0.007959455422446686
peak_CM_HP_MN_PP_SKM_127886_promoter_CBFB	peak_CM_HP_MN_PP_SKM_127886_promoter_CBFB	17	38	17	38	0.006455803109956635
peak_CM_HP_MN_PP_SKM_33049_promoter_ZNF496	peak_CM_HP_MN_PP_SKM_33049_promoter_ZNF496	29	54	29	54	0.008036706377857002
peak_CM_MN_PP_SKM_173585_enhancer_ZFP36L2_146987.0_HAAO_285139.5	peak_CM_MN_PP_SKM_173585_enhancer_ZFP36L2_144164.5_HAAO_290075.5	15	37	15	37	0.003185253447776759
peak_CM_HP_MN_PP_SKM_165352_enhancer_DBP_6889.5_SPHK2_10665.0	peak_CM_HP_MN_PP_SKM_165352_enhancer_DBP_6892.5_SPHK2_10996.0	14	33	14	33	0.007942726509483574
peak_CM_HP_MN_SKM_281418_enhancer_PDLIM7_3483.5_PDLIM7_8406.5	peak_CM_HP_MN_SKM_281418_enhancer_PDLIM7_3504.5_PDLIM7_8442.5	30	12	30	12	0.007915897334896727
peak_CM_HP_MN_PP_SKM_71194_promoter_TULP3	peak_CM_HP_MN_PP_SKM_71194_promoter_TULP3	78	45	78	45	0.0037314457550981393
peak_CM_HP_MN_PP_SKM_89574_promoter_PGAM5	peak_CM_HP_MN_PP_SKM_89574_promoter_PGAM5	52	25	52	25	0.002799053877277624
peak_CM_HP_MN_PP_SKM_164988_enhancer_MEIS3_10569.0_MEIS3_25676.0	peak_CM_HP_MN_PP_SKM_164988_enhancer_MEIS3_8891.5_MEIS3_21963.5	28	10	28	10	0.0050976432976312935
peak_CM_HP_MN_PP_SKM_290117_promoter_FAM135A	peak_CM_HP_MN_PP_SKM_290117_promoter_FAM135A	43	71	43	71	0.011118593448764537
peak_CM_HP_MN_PP_SKM_277482_promoter_FBXO38	peak_CM_HP_MN_PP_SKM_277482_promoter_FBXO38	33	59	33	59	0.008780930806975229
peak_CM_HP_MN_PP_SKM_77232_promoter_ATF1	peak_CM_HP_MN_PP_SKM_77232_promoter_ATF1	30	55	30	55	0.008836205876094518
peak_CM_HP_MN_PP_SKM_318926_promoter_PLXNA4	peak_CM_HP_MN_PP_SKM_318926_promoter_PLXNA4	55	30	55	30	0.008836205876094518
peak_CM_HP_MN_PP_SKM_121187_promoter_LMF1	peak_CM_HP_MN_PP_SKM_121187_promoter_LMF1	19	44	19	44	0.0022275315109880345
peak_CM_HP_MN_PP_SKM_345376_promoter_ZFAND5	peak_CM_HP_MN_PP_SKM_345376_promoter_ZFAND5	107	66	107	66	0.0022621705763248927
peak_CM_HP_MN_PP_SKM_45583_promoter_ZFYVE27	peak_CM_HP_MN_PP_SKM_45583_promoter_ZFYVE27	35	14	35	14	0.003801654409748778
peak_CM_HP_MN_PP_SKM_126996_promoter_KATNB1	peak_CM_HP_MN_PP_SKM_126996_promoter_KATNB1	171	111	171	111	0.0004228981290812976
peak_CM_HP_MN_PP_SKM_17923_promoter_AP4B1_DCLRE1B	peak_CM_HP_MN_PP_SKM_17923_promoter_AP4B1_DCLRE1B	126	85	126	85	0.005763098755847979
peak_CM_HP_MN_PP_SKM_211595_promoter_IFNAR1	peak_CM_HP_MN_PP_SKM_211595_promoter_IFNAR1	61	28	61	28	0.0006102590502807983
peak_CM_SKM_118869_enhancer_NTRK3_140421.0_MRPL46_350395.0	peak_CM_SKM_118869_enhancer_NTRK3_141045.5_MRPL46_351637.5	17	37	17	37	0.009073340339587174
peak_CM_HP_MN_PP_SKM_258142_promoter_GAB1	peak_CM_HP_MN_PP_SKM_258142_promoter_GAB1	82	119	82	119	0.010926428593989462
peak_SKM_294604_enhancer_MARCKS_696290.5_RFPL4B_779397.5	peak_SKM_294604_enhancer_MARCKS_719870.5_RFPL4B_790216.5	11	28	11	28	0.009475304279476404
peak_SKM_124338_enhancer_PRKCB_131663.0_CHP2_218920.0	peak_SKM_124338_enhancer_PRKCB_131243.0_CHP2_212188.5	11	28	11	28	0.009475304279476404
peak_CM_HP_MN_PP_SKM_195617_promoter_USP40	peak_CM_HP_MN_PP_SKM_195617_promoter_USP40	28	11	28	11	0.009475304279476404
peak_CM_HP_MN_PP_SKM_160365_promoter_ZNF737	peak_CM_HP_MN_PP_SKM_160365_promoter_ZNF737	34	15	34	15	0.009399241523873059
peak_CM_HP_MN_PP_SKM_39280_promoter_ASAH2B	peak_CM_HP_MN_PP_SKM_39280_promoter_ASAH2B	11	28	11	28	0.009475304279476404
peak_CM_HP_MN_PP_SKM_139175_enhancer_ITGB3_22306.5_EFCAB13_50281.0	peak_CM_HP_MN_PP_SKM_139175_enhancer_ITGB3_22304.5_EFCAB13_47876.5	11	28	11	28	0.009475304279476404
peak_CM_HP_MN_PP_355354_enhancer_LHX3_34210.5_C9orf69_52415.0	peak_CM_HP_MN_PP_355354_enhancer_LHX3_33351.0_C9orf69_51936.5	11	28	11	28	0.009475304279476404
peak_CM_HP_MN_PP_SKM_159599_enhancer_INSL3_9220.5_JAK3_17383.5	peak_CM_HP_MN_PP_SKM_159599_enhancer_INSL3_9351.0_JAK3_17146.5	13	31	13	31	0.009559878856634896
peak_CM_HP_MN_PP_SKM_221246_promoter_SLC6A6	peak_CM_HP_MN_PP_SKM_221246_promoter_SLC6A6	25	48	25	48	0.009542211425865477
peak_CM_HP_MN_PP_SKM_127920_promoter_NOL3	peak_CM_HP_MN_PP_SKM_127920_promoter_NOL3	28	52	28	52	0.009682849923057572
peak_HP_SKM_123404_enhancer_ERCC4_10213.5_ERCC4_22037.0	peak_HP_SKM_123404_enhancer_ERCC4_10218.5_ERCC4_22071.5	34	14	34	14	0.00551520148550111
peak_MN_PP_SKM_217798_enhancer_ACO2_10809.0_PHF5A_11350.0	peak_MN_PP_SKM_217798_enhancer_ACO2_10829.5_PHF5A_11370.5	20	41	20	41	0.009853448195259268
peak_MN_PP_SKM_156119_enhancer_KDM4B_136468.5_UHRF1_195934.0	peak_MN_PP_SKM_156119_enhancer_KDM4B_134205.0_UHRF1_193493.5	44	18	44	18	0.0012990027709550095
