gene	mean	median	longest_isoform	merged
AKR1C7P	746	746	895	895
RPL26P28	435	435	435	435
XXyac-YR21CG7.1	627	627	627	627
UCN3	1243	1243	1243	1243
TUBAL3	1649	1649	1793	1793
NET1	1606	697	3989	4762
CALML5	874	874	874	874
CALML3-AS1	2699	750	8739	9205
CALML3	1811	1811	1811	1811
RP11-116G8.5	595	595	595	595
RP11-116G8.7	2688	2669	4216	4431
RP11-116G8.8	2357	2357	2357	2357
LASTR	914	892	1408	5307
RP11-336A10.7	196	196	196	196
RN7SL445P	293	293	293	293
ASB13	1846	2565	2780	3003
TASOR2	1895	560	8732	10960
RP11-336A10.2	840	840	945	1412
GDI2	1159	834	2499	3918
NRBF2P5	788	788	788	788
RP11-318E3.9	276	276	276	276
ANKRD16	1672	1606	2734	3060
RPL12P28	489	489	489	489
FBH1	1223	758	3702	6676
RP11-536K7.3	1459	510	3486	3912
IL15RA	1068	1029	1850	3633
IL2RA	1587	1284	3218	3962
ENSG10010138241.1	141	141	141	141
RP11-536K7.5	480	480	480	480
RPL32P23	405	405	405	405
RBM17	1282	835	3751	6372
PFKFB3	1946	2063	4524	6114
RN7SKP78	318	318	318	318
MIR3155A	82	82	82	82
MIR3155B	56	56	56	56
RP11-414H17.5	438	438	438	438
LINC02649	1845	1643	3086	5286
SDCBPP1	890	890	890	890
LINC02656	2447	2447	2447	2447
PRKCQ	3163	3160	3255	3295
PRKCQ-AS1	889	811	2050	5834
LINC02648	500	500	500	500
RP11-799O21.4	1154	1154	1154	1154
LINP1	1789	1693	2529	4118
RP11-799O21.3	614	614	614	614
LINC00706	699	699	699	699
LINC00707	1780	1639	3105	9833
RP11-799O21.5	1231	1231	1231	1231
RP11-799O21.2	2237	2404	3828	14029
LINC02665	729	729	729	729
RP11-393K12.4	117	117	117	117
SFMBT2	3148	2441	8056	10609
COX6CP17	185	185	185	185
RP5-1031D4.3	1869	1869	1869	1869
LINC02642	1751	1896	2800	2986
RNU6-535P	107	107	107	107
RP11-385N23.1	714	714	714	714
ITIH5	2926	2651	6945	14628
ITIH2	1429	710	3146	3331
KIN	1874	817	6360	6856
ATP5F1C	694	597	1101	2308
TAF3	4875	4875	4875	4875
RP11-401E9.3	340	340	340	340
GATA3	1670	975	3083	3396
GATA3-AS1	984	675	2214	2372
RP11-379F12.4	402	402	402	402
PRPF38AP1	933	933	933	933
LINC00708	748	916	963	963
RP5-1119O21.2	901	901	901	901
RP11-543F8.2	430	430	430	430
RP11-543F8.3	234	234	234	234
KRT8P37	1420	1420	1420	1420
CHCHD3P1	676	676	676	676
RNA5SP299	116	116	116	116
RP11-575N15.1	279	279	279	279
LINC02676	366	366	366	366
RP11-428L9.2	677	677	677	677
LINC00709	494	494	494	494
RP4-660B20.2	2077	2077	3073	3209
HSP90AB7P	2454	2454	2454	2454
LINC02663	448	388	613	816
LINC02670	575	575	575	575
ELOCP3	348	348	348	348
CUX2P1	298	298	298	298
RP11-26K22.2	1648	1648	1648	1648
RP11-271F18.1	335	335	335	335
CELF2-DT	1642	1127	5502	6932
RP11-271F18.3	1068	1068	1068	1068
RP11-271F18.5	2248	2248	2248	2248
RP1-186E20.1	439	439	439	439
SFTA1P	772	654	2459	3182
CELF2	3661	2210	8044	10978
LINC00710	1345	1374	2622	7545
RP1-251M9.2	540	540	540	540
RP1-251M9.3	244	244	244	244
RP11-397O4.1	433	433	433	433
CELF2-AS2	1177	1051	2456	4855
RP3-323N1.2	430	430	430	430
CELF2-AS1	2469	2469	2469	2469
RP11-544P1.3	2985	2985	2985	2985
USP6NL	4416	3501	11377	14202
USP6NL-AS1	923	923	923	923
RP11-138I18.2	840	840	840	840
ECHDC3	1076	854	1767	2185
PROSER2	1491	1232	3375	3663
PROSER2-AS1	1810	1810	3146	3274
UPF2	4186	5268	5569	5881
RNU6-1095P	108	108	108	108
DHTKD1	1411	780	5173	5295
RNU6-88P	100	100	100	100
SEC61A2	1323	814	2495	3916
MIR548AK	57	57	57	57
NUDT5	1124	919	3195	4964
CDC123	806	890	1321	2298
RP11-186N15.3	1395	1395	1914	2510
RN7SL198P	258	258	258	258
CAMK1D	2966	1651	8088	8697
ENSG10010139663.1	73	73	73	73
RNU6ATAC39P	149	149	149	149
RP11-495F22.1	3732	3732	3732	3732
MIR4480	71	71	71	71
MIR4481	60	60	60	60
MIR548Q	100	100	100	100
RP11-141H1.1	1946	1946	1946	1946
CCDC3	2963	2963	3180	3699
RNA5SP300	107	107	107	107
RPL5P25	775	775	775	775
OPTN	1877	1656	3521	5138
SNRPGP5	220	220	220	220
RP11-730A19.9	338	338	338	338
RP11-730A19.5	793	793	793	793
BTBD7P1	1453	1453	1453	1453
RPL36AP36	301	301	301	301
MCM10	2106	900	4587	5456
RNU6-6P	107	107	107	107
UCMA	816	816	870	870
PHYH	1172	1012	1829	3377
RBISP1	303	303	303	303
SEPHS1	1746	1591	3265	3884
RP11-445K13.3	746	746	746	746
RP11-445K13.2	454	454	454	454
BEND7	1830	1609	6524	10018
RP11-214D15.2	380	380	380	380
PRPF18	1173	1062	1670	1844
RPL6P24	864	864	864	864
RP11-295P9.13	899	761	1204	2179
RP11-295P9.3	814	755	5918	15012
FRMD4A	1124	662	6861	14686
RP11-295P9.12	345	345	345	345
RP11-295P9.6	373	373	373	373
RNA5SP301	121	121	121	121
RP11-353M9.1	474	474	474	474
NUTF2P5	379	379	379	379
RP11-142M10.2	570	570	570	570
RP11-397C18.2	790	790	790	790
RP11-393E10.1	2591	2591	2591	2591
MIR4293	78	78	78	78
MIR1265	86	86	86	86
FAM107B	1141	625	3788	7019
RP11-7C6.1	695	695	1034	1248
RNA5SP302	100	100	100	100
RPSAP7	885	885	885	885
CDNF	963	891	1492	1703
RP11-398C13.8	2306	1689	4660	4763
HSPA14	1064	854	1762	2502
SUV39H2-DT	999	999	999	999
SUV39H2	1764	1451	3087	3565
DCLRE1C	2068	2237	5960	9592
MEIG1	542	516	682	1464
OR7E110P	574	574	574	574
OR7E26P	1006	1006	1006	1006
OR7E115P	1024	1024	1024	1024
DCLRE1CP1	470	470	470	470
OLAH	903	742	1767	2334
ACBD7	1922	1922	3370	3546
GAPDHP45	349	349	349	349
RPP38-DT	1714	1714	1714	1714
RPP38	1052	1030	1537	1930
NMT2	2040	1227	5003	6470
PPIAP30	519	519	519	519
RP11-455B2.9	243	243	243	243
FAM171A1	1801	617	4182	4182
RP11-25G10.2	794	794	794	794
ITGA8	2582	850	6547	7320
MINDY3	1529	1637	2452	4081
ENSG10010137877.1	116	116	116	116
FTLP19	394	394	394	394
RNU6-1075P	107	107	107	107
LINC02654	1124	1090	1591	2547
PTER	2925	3448	3777	4003
RNU2-18P	162	162	162	162
C1QL3	1579	1579	2376	2376
RP11-335J9.1	1900	1901	2175	4023
RSU1	2676	3639	3919	4126
RP11-197M22.2	697	697	697	697
ENSG10010138612.1	182	182	182	182
RP11-416D8.2	500	500	500	500
CUBN	2285	685	11927	13264
RP11-406H21.2	250	250	250	250
TRDMT1	2416	719	12918	15453
VIM-AS1	1152	1171	1351	2008
VIM	1371	1050	2666	5176
RP11-124N14.3	706	706	706	706
ST8SIA6	3143	1739	6994	7063
ST8SIA6-AS1	944	686	1811	2786
PRPF38AP2	851	851	851	851
HACD1	1030	745	2234	3854
STAM-AS1	2595	2595	2595	2595
STAM	1212	729	3856	4130
RP11-390B4.3	557	557	557	557
TMEM236	5515	5515	5515	5515
MRC1	5188	5188	5188	5188
MIR511	87	87	87	87
RP11-457D2.3	221	221	221	221
SLC39A12	2636	2680	2725	2808
SLC39A12-AS1	1486	1486	1966	2581
CACNB2	2596	2173	6129	11162
RP11-109I13.2	1264	781	4285	5986
RP11-499P20.2	842	842	1028	1575
RP11-383B4.4	413	413	413	413
NSUN6	731	565	2166	3463
ARL5B	7170	7170	7170	7170
RP11-139J15.5	708	703	874	1272
AIFM1P1	1841	1841	1841	1841
RP11-288D15.1	453	453	453	453
MALRD1	2408	1159	6850	7751
UBE2V2P1	398	398	398	398
RP11-49L2.1	303	303	303	303
HMGN1P20	300	300	300	300
RP11-265G8.3	228	228	228	228
RNA5SP303	130	130	130	130
RP11-354E11.2	1585	1168	3298	4675
MTND1P37	264	264	264	264
MTND2P16	799	799	799	799
RNU6-1212P	104	104	104	104
RP11-188P8.4	2349	2349	2349	2349
PLXDC2	5666	2822	12275	12567
RP11-575A19.2	499	499	499	499
RP11-575A19.3	2300	2300	2309	2428
AMD1P1	922	922	922	922
RP11-51E20.1	252	252	252	252
MIR4675	77	77	77	77
NEBL	2130	724	8925	17810
MTND1P21	285	285	285	285
RP11-56H7.2	186	186	186	186
EIF4BP2	1794	1794	1794	1794
NPM1P30	828	828	828	828
NEBL-AS1	561	561	661	681
RP11-565H13.3	389	389	389	389
LUZP4P1	344	344	344	344
RNU6-15P	107	107	107	107
LINC02643	439	439	439	439
RNMTL1P1	560	560	560	560
RP11-275N1.3	216	216	216	216
MIR1915HG	3799	3799	3799	3799
MIR1915	80	80	80	80
SKIDA1	2794	2059	6601	6703
MLLT10	1945	695	5681	9130
RP11-418C1.7	296	296	296	296
RNU6-306P	107	107	107	107
HNRNPRP1	1695	1695	1695	1695
RNU6-1141P	107	107	107	107
DNAJC1	920	682	2100	2490
RN7SKP219	296	296	296	296
RP11-399C16.3	587	587	587	587
RN7SKP37	296	296	296	296
ADIPOR1P1	1074	1074	1074	1074
RP11-108B14.1	473	473	473	473
EBLN1	1208	1208	1208	1208
RP11-108B14.5	3095	3095	3095	3095
PSME2P6	327	327	327	327
RP11-108B14.6	664	664	664	664
RP11-573G6.4	2518	2518	2518	2518
RP11-573G6.6	763	763	763	763
RPL31P45	356	356	356	356
COMMD3	924	757	2290	2903
COMMD3-BMI1	704	613	1419	1904
BMI1	887	551	3540	4395
RP11-573G6.9	584	584	584	584
RP11-573G6.8	395	395	395	395
RP11-573G6.10	239	239	239	239
SPAG6	1519	875	2770	3876
RP11-301N24.3	469	469	469	469
RP11-301N24.6	1391	1391	1600	1718
RP11-301N24.5	1347	1347	2572	2572
PIP4K2A	1150	663	3820	5106
RP11-142L16.2	687	687	687	687
RNU6-413P	107	107	107	107
ARMC3	1484	634	3718	6999
RP11-379L21.1	1478	1665	1977	2366
RNA5SP304	104	104	104	104
MSRB2	928	612	1730	1979
YWHAZP3	738	738	738	738
ENSG10010134848.1	117	117	117	117
PTF1A	653	479	1545	1637
C10orf67	2372	2871	3153	6473
RP11-215C7.3	335	335	335	335
RP11-371A19.2	892	892	892	892
ENSG00000264574	63	63	63	63
OTUD1	3303	3303	3303	3303
RP11-426A21.2	516	516	516	516
RP11-426A21.3	1460	1460	1460	1460
KIAA1217	3618	3203	7407	10807
NUP35P1	947	947	947	947
ENSG10010135702.1	88	88	88	88
MIR603	97	97	97	97
RP11-429A24.1	2720	2720	2720	2720
RP11-144I2.1	1855	1855	1855	1855
ARHGAP21	2884	1285	7381	11156
RNA5SP305	119	119	119	119
RP11-129O7.3	2057	2057	2057	2057
PRTFDC1	1142	747	1939	2324
RP11-129O7.2	268	268	268	268
RN7SKP241	291	291	291	291
RP11-80K21.4	2052	2052	2052	2052
RP11-165A20.3	273	273	273	273
ENKUR	2095	1947	3378	4076
THNSL1	3762	3762	3788	3834
LINC01516	2992	2992	2992	2992
GPR158-AS1	2433	2433	2433	2433
GPR158	4869	5848	7023	7989
RP11-20I6.1	387	387	387	387
RN7SKP220	288	288	288	288
GPN3P1	535	535	535	535
LINC00836	1663	1646	3797	9650
HIRAP1	787	787	787	787
RNA5SP306	107	107	107	107
RNU6-632P	64	64	64	64
RP11-435M3.2	481	481	481	481
MYO3A	2108	1545	5624	8437
GAD2	2294	2300	5391	5890
RP11-417A17.1	2074	2074	2074	2074
APBB1IP	1633	1513	2633	3843
RNA5SP307	116	116	116	116
RP11-128B16.5	649	454	1061	1651
FAM238A	766	766	1091	1091
RP13-16H11.7	472	472	472	472
FAM238B	734	651	1220	1287
SELENOOLP	745	745	1172	1390
RP13-16H11.8	2535	2535	2535	2535
PDSS1	960	848	1584	1913
HSPA8P3	780	780	780	780
RP13-16H11.5	485	485	485	485
ABI1	3231	3467	3576	4218
ENSG10010135867.1	141	141	141	141
RNU6-946P	107	107	107	107
FAM238C	1586	1268	3620	5545
ANKRD26	2416	2145	6775	13564
RNU6-490P	107	107	107	107
YME1L1	2413	2517	4191	7336
MASTL	3086	3295	4132	4660
ACBD5	3267	3709	4257	11794
RNU2-24P	143	143	143	143
RNU7-12P	62	62	62	62
RP11-85G18.6	1002	1002	1002	1002
LRRC37A6P	2462	1917	5444	5625
ODAD2P1	675	675	707	853
RP11-748L13.7	292	292	292	292
RNU6-666P	107	107	107	107
RP11-748L13.2	808	808	808	808
RNU6-452P	107	107	107	107
LINC02673	1395	1395	1395	1395
FAM210CP	574	574	574	574
TRIAP1P1	225	225	225	225
PTCHD3	3595	3595	3595	3595
RAB18	1675	835	7359	14362
LINC02680	3626	3626	3626	3626
MKX	2222	2305	3846	4107
MKX-AS1	672	672	745	909
ODAD2	1659	783	3603	6329
RN7SKP132	208	208	208	208
RPL36AP55	305	305	305	305
RP11-218D6.4	469	469	469	469
MRPS21P5	231	231	231	231
MPP7	2847	2090	5138	6371
RP11-360P7.1	556	556	556	556
MIR8086	93	93	93	93
MPP7-DT	843	843	843	843
ZNF101P1	1720	1720	1720	1720
LINC02652	273	273	273	273
RPSAP10	878	878	878	878
RN7SKP39	322	322	322	322
WAC-AS1	2376	2323	2649	3387
WAC	2837	2762	5924	12780
RNU4ATAC6P	126	126	126	126
TPRKBP1	481	481	481	481
RNU6-1067P	107	107	107	107
BAMBI	1787	1787	1884	2139
LINC01517	1160	1051	2599	8666
RP11-478H13.1	517	517	517	517
RNU6-270P	105	105	105	105
LINC00837	1561	1277	3991	5296
RP11-478H13.4	241	241	241	241
RNA5SP308	115	115	115	115
RPL21P93	489	489	489	489
LYZL1	751	806	811	1132
RP11-534G20.5	1521	1521	1521	1521
SVIL-AS1	670	507	2025	4995
PTCHD3P1	537	537	537	537
SVIL	2538	712	8201	12536
MIR604	94	94	94	94
SNORD115	67	67	76	76
MIR938	83	83	83	83
CKS1BP2	240	240	240	240
RNU6-908P	94	94	94	94
RP11-224P11.1	436	436	436	436
JCAD	3532	684	9324	9574
RNU6-598P	105	105	105	105
EEF1A1P39	250	250	250	250
RP11-305E6.4	3241	3241	3241	3241
MTPAP	2649	2071	5560	8341
RP11-305E6.5	1120	1120	1120	1120
DNM1P17	426	426	426	426
GOLGA2P6	2049	2049	2049	2049
RN7SL241P	236	236	236	236
MIR7162	69	69	69	69
NIFKP1	889	889	889	889
RP11-449I17.9	223	223	223	223
CCND3P1	580	580	580	580
MAP3K8	1647	1026	2850	3517
HNRNPA1P32	963	963	963	963
RP11-253D19.4	998	998	998	998
RP11-253D19.1	541	541	541	541
RN7SL63P	304	304	304	304
RP11-253D19.2	378	378	378	378
RP11-253D19.3	1817	1817	1817	1817
LYZL2	810	810	811	818
SVIL2P	1229	525	2676	3232
LINC02644	408	408	408	408
ZNF438	2840	3164	3344	4267
RP11-330O11.3	1560	1560	1560	1560
DDX10P1	1933	1933	1933	1933
RP11-125C10.1	584	584	584	584
LINC02664	1624	1333	2246	2604
ZEB1-AS1	876	573	2503	3861
RNA5SP309	106	106	106	106
ZEB1	2515	1383	6250	8650
SPTLC1P1	261	261	261	261
RP11-192P3.5	1251	1251	1251	1251
RP11-472N13.2	1116	794	2718	3299
RP11-472N13.6	1965	1965	1965	1965
GLUDP5	60	60	60	60
MACORIS	347	347	347	347
ARHGAP12	3316	3926	5084	5944
HMGB1P7	612	612	612	612
RPL34P19	342	342	342	342
RN7SL825P	295	295	295	295
KIF5B	3180	3180	5866	5866
RPS4XP11	772	772	772	772
RP11-241I20.4	679	679	679	679
RP11-241I20.5	146	146	146	146
RNU7-22P	61	61	61	61
PPIAP31	495	495	495	495
RPS24P13	397	397	397	397
RP11-166N17.1	682	682	696	1109
EPC1	2682	2656	7386	11286
RP11-166N17.3	466	466	466	466
RP11-135A24.4	383	383	383	383
RP11-135A24.2	265	265	265	265
RNU6-1244P	108	108	108	108
RP11-135A24.5	1195	1195	1195	1195
CCDC7	1725	1859	4158	9573
C1DP1	402	402	402	402
ITGB1	3106	3782	5614	14561
AK3P5	519	519	519	519
ITGB1-DT	1452	1063	2642	3641
MTND4LP11	280	280	280	280
RN7SL847P	270	270	270	270
RP11-479G22.7	196	196	196	196
RPL7AP53	793	793	793	793
IATPR	552	552	552	552
NRP1	2865	2508	5882	11522
RP11-342D11.2	781	781	781	781
RN7SL398P	298	298	298	298
RP11-90B22.1	251	251	251	251
RP13-459H7.1	2441	2441	2441	2441
LINC02628	862	862	862	862
RP13-259N13.2	1776	1776	1986	1986
LINC00838	2639	2550	3458	3577
RPL23P11	411	411	411	411
LINC02629	631	631	631	631
PARD3	4130	5644	5980	6513
ELOBP4	296	296	296	296
RPL37P18	243	243	243	243
RPS12P16	407	407	407	407
PARD3-AS1	302	302	302	302
SS18L2P1	213	213	213	213
RNU6-847P	108	108	108	108
RNU6-193P	107	107	107	107
PRDX2P2	587	587	587	587
LINC02635	1029	1007	1115	1201
CUL2	3314	4115	4440	5269
MIR3611	83	83	83	83
RP11-297A16.2	580	569	651	1422
CREM	1022	872	2306	5699
RNU7-77P	60	60	60	60
ATP6V1G1P4	335	335	335	335
RP11-324I22.3	335	335	335	335
LINC02634	380	380	380	380
RNU6-794P	64	64	64	64
CCNY	2208	812	5068	6108
RNU6-1167P	94	94	94	94
CCNY-AS1	707	526	1107	1426
RP11-235G8.1	1005	1005	1005	1005
RP11-425A6.5	1960	1960	2153	3634
GJD4	1649	1649	1649	1649
FZD8	4050	4050	4050	4050
RP11-425A6.6	1350	1350	1350	1350
MIR4683	81	81	81	81
RPL7P37	738	738	738	738
PCAT5	3550	3550	3550	3550
LINC02630	868	868	868	868
RP11-810B23.1	187	187	187	187
MTND5P17	1603	1603	1603	1603
MTND4P18	465	465	465	465
RP11-92J19.3	359	359	398	665
ENSG10010134337.1	128	128	128	128
NAMPTP1	2514	2514	2514	2514
RP11-322I2.1	293	293	293	293
MKNK2P1	628	628	628	628
ARL6IP1P2	563	563	563	563
ANKRD30A	3696	4664	5021	5152
RNU6-811P	107	107	107	107
RP11-20F24.2	335	335	335	335
LINC00993	502	520	545	1175
RN7SL314P	292	292	292	292
TMEM161BP1	1457	1457	1457	1457
VN1R53P	957	957	957	957
TACC1P1	1454	1454	1454	1454
MTND1P18	573	573	573	573
MTRNR2L7	1535	1535	1535	1535
RP11-258F22.1	712	712	712	712
ZNF248	2176	1286	5143	7291
RP11-258F22.2	358	358	358	358
ZNF33BP1	1834	1834	1834	1834
TLK2P2	2240	2240	2240	2240
RP11-162G10.5	826	826	826	826
ZNF37CP	241	241	241	241
ZNF33CP	2030	2030	2030	2030
ZNF25	2667	3161	4152	4257
ZNF25-DT	444	444	444	444
ZNF33A	3768	4469	6196	7547
RNU6-795P	103	103	103	103
RP11-1021O19.2	246	246	246	246
EIF3LP3	822	822	822	822
FXYD6P2	288	288	288	288
ZNF37A	3752	2798	8738	13190
PLD5P1	3955	3955	3955	3955
RP11-508N22.12	7063	7063	7063	7063
RP11-508N22.6	180	180	180	180
CCNYL4	702	790	888	1534
RP11-672F9.1	425	425	425	425
RP11-508N22.11	162	162	162	162
HSD17B7P2	1217	1217	1401	1506
SEPTIN7P9	499	413	743	1204
RP11-291L22.9	3781	3781	7213	7213
RNU6-1118P	104	104	104	104
CICP9	1913	1913	1913	1913
RP11-291L22.4	727	727	727	727
ABCD1P2	1601	1601	1601	1601
RP11-453N3.7	90	90	90	90
PABPC1P12	2175	2175	2175	2175
SLC9B1P3	1334	1334	1334	1334
ACTR3BP5	1479	1479	1479	1479
CHEK2P5	246	246	246	246
RP11-453N3.1	397	397	397	397
RP11-96F8.1	105	105	105	105
KSR1P1	240	240	240	240
IGKV1OR10-1	329	329	329	329
AL031601.4	394	394	394	394
AL031601.5	369	369	457	563
PABPC1P8	2086	2086	2086	2086
RP11-313J2.1	2977	2213	6590	7208
CCNYL2	1827	1440	3311	3831
RP11-178A10.3	187	187	187	187
LINC00839	2518	2253	3982	8423
ZNF37BP	3653	2312	8637	10256
FXYD6P1	285	285	285	285
EIF3LP2	807	807	807	807
ZNF33B	2008	637	5982	8309
AL022345.10	228	228	228	228
AL022345.7	135	135	135	135
AL022345.11	135	135	135	135
RNU6-1170P	106	106	106	106
AL022345.12	790	790	790	790
LINC01518	1147	1142	1701	2498
VN1R54P	1049	1049	1049	1049
CUBNP1	1790	1790	1790	1790
LINC02632	2692	2692	3965	3988
RSU1P1	441	441	441	441
DUXAP3	594	594	594	594
AL022344.7	3120	3120	3120	3120
BMS1	7759	7759	7759	7759
RNU6-885P	104	104	104	104
LINC02623	1714	1714	1714	1714
LINC01264	500	500	500	500
MIR5100	119	119	119	119
RET	2908	2622	6513	8973
CSGALNACT2-DT	1511	1511	1511	1511
CSGALNACT2	3765	3765	3765	3765
RASGEF1A	2427	3264	4104	6219
LINC02633	391	391	391	391
RP11-168L22.3	1590	1590	1590	1590
RNU6ATAC11P	125	125	125	125
FXYD4	593	634	779	833
HNRNPF	2103	2593	2755	3273
SNORD3J	190	190	190	190
RP11-517P14.2	760	760	760	760
ZNF487	1299	583	2745	5168
RNU7-193P	65	65	65	65
RP11-517P14.7	1962	1962	1962	1962
ZNF239	1818	2027	2389	2509
RP11-517P14.9	2261	2261	2261	2261
CAP1P2	1409	1409	1409	1409
ZNF485	1284	1278	2052	2386
ZNF32-AS3	1932	1932	1932	1932
RP11-402L1.4	411	411	411	411
RPL21P88	436	436	436	436
ZNF32	943	1159	1201	1460
ZNF32-AS1	434	434	434	434
ZNF32-AS2	905	905	905	905
RP11-402L1.11	462	462	462	462
SPRING1P1	512	512	512	512
UQCRHP3	251	251	251	251
ELOCP30	299	299	299	299
LINC02658	371	371	408	453
LINC00840	1418	1427	2203	7442
HNRNPA3P1	1139	1139	1139	1139
LINC02659	934	694	1766	1821
LINC00841	1150	1099	2126	4996
RP11-168P8.3	513	513	513	513
RP11-20J15.2	841	841	841	841
RP11-20J15.3	1321	1278	1640	3052
LINC02881	1060	1060	1110	1714
RP11-20J15.6	2075	2075	2426	2443
CXCL12	1172	734	3532	6077
RPL9P21	505	505	505	505
RP11-733D4.2	111	111	111	111
RP11-733D4.3	1662	1662	1662	1662
RP11-733D4.1	732	732	732	732
TMEM72-AS1	2601	2438	4391	10772
EIF2AP4	1781	1781	1781	1781
RP11-285G1.2	1444	1444	1444	1444
TMEM72	1546	1018	2880	3049
RP11-285G1.9	425	425	425	425
RP11-285G1.14	542	542	542	542
RASSF4	1398	631	4350	9481
DEPP1	1200	868	2120	2979
ZNF22-AS1	3078	3078	3078	3078
ZNF22	2103	2103	2103	2103
CEP164P1	939	787	2472	4357
RP11-285G1.15	566	653	832	1219
DUXAP4	613	613	613	613
RPS19P7	396	396	396	396
RSU1P2	1203	1240	1707	3284
CUBNP3	1784	1784	1784	1784
RP11-445N18.7	3637	3637	3637	3637
ANKRD54P1	471	471	471	471
ANKRD30BP3	1070	1070	1070	1070
MIR3156-1	75	75	75	75
RP11-445N18.5	535	535	535	535
RP11-432I13.5	217	217	217	217
RP11-432I13.6	882	882	882	882
RNU6-1207P	107	107	107	107
CUBNP2	1139	1139	1139	1139
OR6D1P	3696	4860	5290	5756
OR13A1	2226	2082	2574	2689
ALOX5	1177	620	2519	3730
RP11-67C2.2	462	462	462	462
MARCHF8	2448	1848	5615	7516
ZFAND4	1925	1955	3821	6233
AGAP10P	2418	2418	2418	2418
FAM21FP	793	752	1131	2087
RP11-671E7.1	345	345	345	345
WASHC2C	3071	4183	4669	5705
RP11-175I17.6	297	297	297	297
FAM25E	255	255	322	322
AGAP4	1376	952	2770	3461
PARGP1	1212	790	2286	3214
RNA5SP310	116	116	116	116
RPL35AP23	330	330	330	330
TIMM23	1190	1190	1190	1190
SNORA74C-1	201	201	201	201
NCOA4	2531	2307	3489	3988
MSMB	597	486	920	926
RPL23AP61	466	466	466	466
AGAP7P	2062	2062	2062	2062
ANTXRLP1	1829	1829	1829	1829
ANTXRL	1165	573	2207	3101
AGAP14P	2060	2060	2060	2060
FAM25BP	328	312	404	544
CH17-335B8.4	368	368	498	674
ANXA8L1	1696	1867	2174	2860
ICI-14BB7.1	1700	1700	1700	1700
LINC00842	2872	2872	2872	2872
HNRNPA1P33	561	561	561	561
NPY4R	1916	1916	2033	2033
GPRIN2	1831	1831	1966	1968
SYT15	2544	1042	6428	7160
RP11-38L15.3	1323	669	2748	3070
RP11-38L15.2	638	649	889	2755
SHLD2P1	2083	2083	3544	3752
LINC02637	551	551	551	551
RHEBP1	556	556	556	556
RN7SL248P	329	329	329	329
FAM245B	1092	1070	1204	1274
CTSLP3	663	493	1104	1476
GLUD1P2	431	486	606	669
DUSP8P2	1760	1760	1760	1760
BMS1P1	2813	2813	4294	4561
RNA5SP311	116	116	116	116
AGAP13P	363	363	363	363
FRMPD2B	1347	1347	1347	1347
PTPN20	1297	913	3125	4506
GDF10	2677	2677	2677	2677
GDF2	3309	3309	3309	3309
RBP3	4290	4290	4290	4290
ZNF488	3444	3444	3516	3516
ANXA8	1769	1873	2174	4955
RP11-144G6.13	298	298	298	298
FAM25G	363	363	374	473
RP11-144G6.4	234	234	234	234
AGAP9	2387	2387	2387	2387
RP11-144G6.12	1417	1417	1594	1625
RNA5SP312	116	116	116	116
BMS1P2	1595	1595	1858	2153
GLUDP8	203	203	203	203
DUSP8P1	1761	1761	1761	1761
CTSLP2	394	394	394	394
LINC02675	1249	1403	1697	2438
SHLD2P3	2712	2712	2712	2712
RN7SL453P	329	329	329	329
RHEBP2	600	600	600	600
ABC7-42404400C24.1	6476	6427	11673	11673
CH17-360D5.2	1039	493	1993	2498
NPY4R2	1878	1878	1956	1956
CH17-360D5.3	826	826	826	826
FAM25C	352	352	352	352
AGAP12P	2250	2250	2359	2400
RNA5SP315	116	116	116	116
BMS1P7	1052	1052	1052	1052
PTPN20CP	920	920	920	920
FRMPD2	2341	1902	4819	8617
RP11-542E6.4	1811	1811	1811	1811
RPS6P14	719	719	719	719
MAPK8	2865	1639	6046	9674
RP11-541M12.6	1985	1985	1985	1985
ARHGAP22	1564	1951	2764	6776
ARHGAP22-IT1	470	470	470	470
RP11-541M12.3	242	242	242	242
RP11-534L6.5	597	597	597	597
RP11-534L6.2	335	335	335	335
WDFY4	3441	2401	10079	13678
RPL13AP19	584	584	584	584
RP11-563N6.7	1520	1520	1520	1520
RP11-563N6.6	273	273	273	273
RP11-523O18.7	559	559	559	559
LRRC18	1617	1617	1617	1617
RP11-523O18.5	1299	1299	1610	1945
RP11-523O18.1	474	474	474	474
MIR4294	76	76	76	76
VSTM4	3081	2170	6414	8655
FAM170B-AS1	1153	1070	2000	2289
FAM170B	1414	1414	1414	1414
TMEM273	1227	1165	2070	4123
C10orf71-AS1	643	643	753	963
C10orf71	2771	2771	5258	5439
DRGX	3078	3078	3078	3078
RP11-123B3.2	435	435	435	435
ERCC6	4237	3439	11026	23104
HMGB1P50	607	607	607	607
CHAT	1868	1799	5296	6588
SLC18A3	2411	2411	2411	2411
C10orf53	2473	2272	3259	5804
OGDHL	2423	3017	3706	5726
MAPK6P6	1053	1053	1053	1053
RPL21P89	467	467	467	467
PARG	2229	1487	4294	5158
RPL35AP24	330	330	330	330
TIMM23B	1856	1825	2623	3040
TIMM23B-AGAP6	2149	2524	3593	4505
SNORA74C-2	201	201	201	201
RNA5SP317	116	116	116	116
RP11-324H6.8	1152	1152	1152	1152
AGAP6	2533	2690	2967	5616
FAM21EP	1357	985	2177	2549
SLC9A3P3	2229	2229	2229	2229
WASHC2A	3045	4323	4642	5162
SLC9A3P1	1685	1685	1685	1685
