gene	mean	median	longest_isoform	merged
CENPV	854	670	1786	2898
PIGL	859	700	2104	5728
MIR1288	75	75	75	75
NCOR1	2327	1197	10720	15432
RN7SL442P	304	304	304	304
RNU6-862P	105	105	105	105
RNU6-314P	104	104	104	104
RPL22P21	344	344	344	344
TTC19	1669	1210	3333	6377
RPLP1P11	339	339	339	339
AC002553.1	782	782	782	782
AC002553.2	319	319	319	319
ZSWIM7	699	681	982	1582
ADORA2B	1780	1780	1829	2501
SPECC1P1	825	825	1009	1375
AC087499.5	842	842	842	842
AC015818.2	832	832	832	832
LINC02076	1901	1901	1901	1901
AC015818.5	662	662	662	662
AC015818.3	436	436	590	740
AL353997.3	590	590	590	590
TNFRSF13B	968	857	1478	2888
AC104024.1	2150	2150	2150	2150
LINC02090	376	376	376	376
AC104024.2	3114	3114	3114	3114
AC022596.2	3023	3023	3023	3023
AC104024.3	622	622	622	622
AC104024.4	1491	1491	1491	1491
MPRIP	2499	840	15092	17819
MPRIP-AS1	1051	1051	1051	1051
AC055811.1	1223	1223	1223	1223
RNU6-767P	103	103	103	103
RN7SL775P	337	337	337	337
AC055811.4	1730	1730	1730	1730
PLD6	2573	2573	2573	2573
AC055811.2	1682	1682	1682	1682
FLCN	1621	1173	3662	9738
AC055811.3	684	684	684	684
ACTG1P24	867	867	867	867
COPS3	895	780	1820	2975
NT5M	911	755	1618	1929
AC073621.2	1022	1022	1022	1022
TSEN15P1	423	423	423	423
AC073621.1	79	79	79	79
MED9	1530	1846	2289	4568
RASD1	1576	1576	1745	1745
AC020558.6	802	802	802	802
PEMT	760	710	1114	1759
AC020558.2	793	793	793	793
RNU6-468P	100	100	100	100
AC020558.1	426	426	426	426
AC020558.5	1738	1738	1738	1738
SMCR2	564	564	564	564
AC020558.3	157	157	157	157
AC020558.4	161	161	161	161
RAI1	3719	2928	7702	9434
RAI1-AS1	684	684	684	684
SMCR5	2836	2836	2836	2836
AC122129.2	466	466	466	466
SREBF1	1970	816	4878	7378
MIR6777	66	66	66	66
MIR33B	96	96	96	96
TOM1L2	1585	1370	5555	7391
AC122129.1	1715	1715	1715	1715
DRC3	1163	688	5555	7219
ATPAF2	923	685	1721	5489
AC087163.1	362	362	362	362
AC087163.2	854	854	854	854
AC087163.3	700	700	700	700
GID4	1482	540	4528	5501
DRG2	1371	960	5336	7279
AC087164.2	3097	3097	3097	3097
MYO15A	3271	2277	11842	19848
AC087164.1	1337	1337	2159	2282
ALKBH5	2290	2122	3146	3577
LLGL1	4044	3605	5783	6423
FLII	1326	733	4412	6784
MIEF2	1343	598	3244	3918
AC127537.1	735	735	735	735
TOP3A	2119	1618	6931	8636
RPL7AP65	759	759	759	759
RPL21P121	454	454	454	454
SMCR8	8326	8326	8326	8326
SHMT1	1887	2104	2710	6864
MIR6778	73	73	73	73
COTL1P1	121	121	121	121
COTL1P2	120	120	120	120
ZSWIM5P1	839	839	839	839
PRPSAP2	1036	927	1961	4749
AC107982.2	469	469	469	469
AC090286.3	591	591	591	591
SLC5A10	2435	2026	4461	6485
AC090286.1	1487	1487	1487	1487
FAM83G	3176	3515	5250	7520
AC090286.4	186	186	186	186
GRAP	1143	834	2654	3108
GRAPL	459	391	865	1220
AC003957.1	2645	2645	2645	2645
AC106017.1	438	438	444	444
AC007952.3	397	397	397	397
KYNUP3	1337	1337	1337	1337
KYNUP1	1402	1402	1402	1402
KYNUP2	1324	1324	1324	1324
EPN2	1375	596	4904	8373
AC007952.5	1490	1490	1490	1490
AC007952.7	761	761	761	761
AC007952.1	1184	1184	1184	1184
AC007952.2	1202	1202	1832	2108
AC106017.2	555	555	555	555
AC007952.9	195	195	195	195
EPN2-AS1	1198	1198	1198	1198
B9D1	1016	754	3646	8313
MIR1180	69	69	69	69
AC124066.1	627	627	627	627
MAPK7	1497	736	4515	5178
MFAP4	1554	1873	2442	2627
AC004448.5	501	501	501	501
RNF112	1158	546	3195	3672
AC004448.3	572	572	572	572
AC004448.2	698	722	1072	4040
LINC02094	517	517	517	517
AC004448.1	471	471	471	471
SLC47A1	1561	1510	3630	5815
SNORA59B	339	339	339	339
AC025627.1	701	701	701	701
SLC47A1P2	132	132	132	132
SLC47A1P1	522	486	944	1675
AC025627.2	160	160	160	160
MTCO1P39	199	199	199	199
ALDH3A2	2292	1961	5113	14577
AC115989.1	570	570	570	570
AC115989.2	92	92	92	92
AC005722.2	91	91	91	91
SLC47A2	2038	2180	3109	6699
AC005722.3	3358	3358	3358	3358
AC005722.4	446	446	446	446
ALDH3A1	1305	1587	2529	4126
AC005722.1	950	950	950	950
ULK2	1622	615	5823	9322
NDUFB4P3	390	390	390	390
AC015726.3	418	418	418	418
AC015726.2	122	122	122	122
AC015726.1	533	533	592	609
AKAP10	1235	853	4065	4998
AC005730.2	1168	1168	1168	1168
SPECC1	1605	690	8132	13778
AC005730.1	339	339	339	339
RNU6-258P	101	101	101	101
AC004702.1	105	105	105	105
RNU6-1057P	100	100	100	100
CCDC144A	2462	2027	6457	10918
AC098850.3	3328	3328	3328	3328
CCDC144NL	463	463	463	463
RN7SL627P	303	303	303	303
CCDC144NL-AS1	2279	2279	2279	2279
AC090774.1	325	325	325	325
AC005562.1	1899	1899	1899	1899
USP22	1557	605	5381	6941
AC087393.2	567	567	567	567
LINC01563	1089	915	2000	3309
DHRS7B	1146	878	2173	5516
TMEM11	1271	1111	2111	3316
AC087294.1	1105	1119	1717	2077
RN7SL426P	295	295	295	295
NATD1	4934	4934	4934	4934
EIF1P5	234	234	234	234
MAP2K3	1364	1246	2435	3858
AC243725.1	429	429	429	429
KCNJ12	3688	3688	5179	5371
AC069061.1	222	222	222	222
LINC02693	1453	1209	4036	10004
AC069061.2	458	458	499	800
AC068418.3	4372	4372	7037	7593
PDLIM1P2	605	605	605	605
PDLIM1P3	602	602	602	602
AC068418.2	3623	3623	3623	3623
AC068418.1	414	414	414	414
AC233702.7	928	928	928	928
AC132825.4	911	911	1397	1397
AC233702.8	202	202	202	202
AC132825.3	4713	4713	4713	4713
AC209154.1	1117	1117	1117	1117
FAM27E5	69	69	69	69
AC023141.1	381	381	381	381
AL589743.4	140	140	140	140
ABBA01006766.1	169	169	169	169
LINC02002	306	304	324	511
AC129926.1	626	626	626	626
RPL34P31	376	376	376	376
RPS16P8	423	423	423	423
AC026254.1	303	303	303	303
MIR4522	87	87	87	87
WSB1	1534	925	5101	8692
AC026254.2	562	589	641	984
SYPL1P2	481	481	720	744
AC090615.1	150	150	150	150
AC073107.1	787	787	787	787
KSR1	1940	849	7224	12166
AC069366.2	429	429	429	429
AC069366.1	816	816	816	816
AC015688.4	1524	1524	1532	1662
ITM2BP1	663	663	663	663
AC015688.6	657	657	657	657
NOS2	3798	3847	3988	4387
AC005697.1	578	578	578	578
AC005697.2	2246	2246	2246	2246
LYRM9	1290	803	2833	5507
LINC01992	1718	1671	2285	3377
AC005697.3	582	582	582	582
AC090287.2	138	138	138	138
NLK	1444	1147	3520	4763
AC100852.1	101	101	101	101
RPS29P22	168	168	168	168
AC061975.8	928	928	928	928
AC061975.7	655	655	655	655
PYY2	674	674	1070	1070
AC061975.6	1553	1553	1553	1553
PPY2P	678	678	704	842
AC061975.2	279	279	279	279
AC061975.4	86	86	86	86
AC061975.5	1408	1408	1408	1408
AC061975.3	247	247	247	247
KRT18P55	1329	1523	1872	2008
TMEM97	1356	1075	2448	2923
IFT20	876	829	1471	3174
TNFAIP1	1259	580	3626	4005
POLDIP2	3464	3464	4999	5343
TMEM199	903	638	3088	4565
AC002094.1	1050	1050	1050	1050
MIR4723	85	85	85	85
AC002094.2	1132	1132	1132	1132
SEBOX	653	653	653	653
AC002094.3	1969	1969	1969	1969
SARM1	2588	1514	10309	11355
VTN	911	610	1622	1901
AC002094.4	308	308	308	308
AC002094.5	635	635	635	635
SLC46A1	2188	1030	6580	8099
AC015917.2	491	491	491	491
H3P41	355	355	355	355
AC015917.1	510	510	510	510
SLC13A2	2178	2320	2917	3286
FOXN1	2057	2146	3463	3665
UNC119	1350	1027	4170	5071
PIGS	1423	699	3083	5801
ALDOC	1004	839	1722	2622
AC005726.3	298	298	298	298
SPAG5	1773	876	3876	6122
AC005726.1	776	776	1009	1078
SPAG5-AS1	1343	1476	2132	3774
AC005726.4	1082	1082	1082	1082
RSKR	1137	646	3723	4599
KIAA0100	2055	719	7426	9384
AC005726.2	936	936	1321	1520
SDF2	851	797	1305	3091
RPS12P28	426	426	426	426
SUPT6H	1913	671	6396	10292
AC010761.3	488	488	488	488
PROCA1	1153	851	3147	5014
RAB34	1062	996	2015	3521
RPL23A	641	604	976	2296
SNORD42B	67	67	67	67
AC010761.1	956	956	956	956
SNORD4A	71	71	71	71
SNORD42A	61	61	61	61
SNORD4B	72	72	72	72
TLCD1	703	680	1044	1337
NEK8	1175	714	3284	4096
AC010761.6	197	197	197	197
AC010761.2	342	342	418	602
TRAF4	861	698	2887	4564
AC010761.4	518	518	518	518
AC010761.5	349	349	349	349
FAM222B	1599	713	4172	5477
RPL31P58	379	379	379	379
AC024267.1	87	87	87	87
AC024267.3	315	315	315	315
ERAL1	1105	944	1842	2241
AC024267.2	896	896	896	896
MIR451A	72	72	72	72
MIR451B	68	68	68	68
MIR144	86	86	86	86
MIR4732	76	76	76	76
FLOT2	1466	911	2761	3384
AC024267.4	456	456	456	456
AC024267.7	846	846	1108	1269
DHRS13	1416	1817	2042	2956
PHF12	2053	988	5688	9510
AC024267.5	483	449	687	1000
AC024267.6	603	603	603	603
PIPOX	1090	781	2246	3908
SEZ6	2663	3638	4308	4992
AC024619.2	503	503	503	503
AC024619.1	359	359	495	556
AC024619.4	307	307	307	307
MYO18A	2044	650	9999	14917
TIAF1	3732	3732	3732	3732
AC024619.3	323	323	323	323
AC005412.1	712	712	712	712
CRYBA1	713	713	783	796
NUFIP2	5715	5715	10872	10872
RPL35AP35	346	346	346	346
AC068025.2	419	419	419	419
AC068025.1	602	602	602	602
RNU4-34P	124	124	124	124
TAOK1	3651	2262	12430	15407
MIR4523	69	69	69	69
RNU6-711P	106	106	106	106
RNU6-1034P	101	101	101	101
ABHD15-AS1	140	140	140	140
ABHD15	3780	3780	3780	3780
TP53I13	864	758	2459	4537
AC104564.3	484	484	484	484
GIT1	1801	822	3776	5983
ANKRD13B	1900	2616	3546	4381
AC104564.4	279	279	279	279
CORO6	1939	1830	4053	4304
AC104564.2	646	646	646	646
SSH2	2457	971	9490	12723
AC104564.1	273	273	273	273
RNU6-920P	92	92	92	92
AC104564.5	1105	1105	1105	1105
RPL21P123	380	380	380	380
AC023389.2	586	586	586	586
AC023389.3	957	957	957	957
AC023389.1	126	126	126	126
RPL9P30	574	574	574	574
AC104982.2	896	896	896	896
AC104982.1	103	103	103	103
EFCAB5	2040	718	5175	6553
AC104982.3	517	517	517	517
RNY4P13	97	97	97	97
AC104996.3	95	95	95	95
AC104996.1	581	581	581	581
AC104996.2	1002	1002	1002	1002
AC104984.3	385	385	385	385
NSRP1	1076	573	2458	3949
MIR423	94	94	94	94
hsa-mir-423	94	94	94	94
MIR3184	75	75	75	75
AC104984.4	539	539	539	539
AC104984.6	359	359	359	359
SLC6A4	4116	4388	6629	7009
AC104984.2	672	672	672	672
AC104984.5	207	207	207	207
AC104984.1	64	64	64	64
BLMH	960	764	2305	5103
RNU6-1267P	107	107	107	107
TMIGD1	1170	1170	1221	1223
AC090685.1	102	102	102	102
RNU6-990P	104	104	104	104
CPD	3448	2144	9359	12515
GOSR1	1281	851	4983	8581
AC015688.2	266	266	266	266
AC130289.1	73	73	73	73
ALOX12P1	1228	1228	1228	1228
AC011840.3	34	34	34	34
LGALS9DP	765	765	765	765
AC116407.2	843	843	843	843
AC015688.1	193	193	193	193
CR383656.2	180	180	180	180
AP000532.1	174	174	174	174
AC009477.1	203	203	203	203
TBC1D3I	2302	2335	2505	2511
TBC1D3L	2065	2065	2065	2065
TBC1D3B	1966	1966	1966	1966
TBC1D3G	1961	1961	1961	1961
TBC1D3F	1966	1966	1966	1966
TBC1D3K	1951	1951	1951	1951
CCL3L3	925	779	1455	1466
AC138207.3	167	167	167	167
AC011840.4	775	775	775	775
AC138207.2	477	477	477	477
MIR4733	76	76	76	76
NF1	3209	2028	11177	21986
AC079915.1	2689	2689	2689	2689
AC131180.1	831	831	831	831
NF1P8	1582	1582	1582	1582
NF1P7	1543	1543	1543	1543
NF1P12	585	585	585	585
NF1P2	2017	2017	2017	2017
NF1P1	2058	2058	2058	2058
NF1P9	1497	1497	2024	2064
NF1P10	483	483	483	483
AL512310.12	246	246	248	248
OMG	1732	1781	2957	3333
EVI2B	1778	1778	1952	2075
AC134669.1	813	818	1008	1241
EVI2A	1738	1840	1846	2057
RAB11FIP4	2380	617	8592	14869
RN7SL79P	292	292	292	292
RN7SL45P	298	298	298	298
AC003101.3	757	757	757	757
MIR4724	89	89	89	89
MIR193A	91	91	91	91
AC003101.2	429	429	429	429
RNU6ATAC7P	132	132	132	132
AC003101.1	462	462	462	462
MIR4725	72	72	72	72
MIR365B	111	111	111	111
AC007923.4	549	549	549	549
AC007923.3	321	321	321	321
RNU6-1134P	78	78	78	78
AC007923.2	1593	1593	1593	1593
AC004253.2	403	403	403	403
COPRS	774	865	1058	1383
UTP6	1273	691	4160	6202
AC004253.1	481	481	481	481
SUZ12	2900	2870	4509	6398
SUZ12P1	782	791	1219	2965
AC127024.8	2085	2085	2085	2085
RNA5SP437	122	122	122	122
CRLF3	1054	584	2865	4350
AC127024.4	309	309	309	309
AC127024.5	464	464	464	464
AC127024.6	417	417	417	417
AC127024.1	417	417	417	417
ATAD5	4776	4786	6849	7060
AC130324.2	639	639	639	639
RNU6-298P	96	96	96	96
AC130324.1	821	821	821	821
TEFM	1178	1276	2099	2635
AC130324.3	552	552	552	552
ADAP2	976	841	2668	3763
AC138207.1	542	542	542	542
RN7SL138P	35	35	35	35
AC138207.5	408	408	408	408
AC138207.9	620	620	620	620
RNF135	1070	1392	1474	1635
AC138207.4	708	708	708	708
AC116407.1	1565	1565	1565	1565
RHOT1	1851	2516	3328	6495
RHOT1P3	40	40	40	40
RHOT1P2	39	39	39	39
ARGFXP2	900	900	900	900
AC116407.4	926	926	926	926
UBL5P2	219	219	219	219
AC026620.2	583	583	583	583
RHBDL3	2230	1326	5008	5837
AC026620.1	324	324	324	324
AC005899.5	471	471	514	561
C17orf75	1223	711	4525	5689
AC005899.4	266	266	266	266
OOSP1P2	601	601	601	601
MIR632	94	94	94	94
ZNF207	2099	955	13458	15463
AC005899.9	1670	1670	2759	3053
AC005899.2	560	560	560	560
AC005899.3	87	87	87	87
PSMD11	1845	1175	4281	7186
AC005899.1	95	95	95	95
CDK5R1	1854	961	3939	3939
MYO1D	1512	604	5541	8113
AC079336.5	3132	3132	3802	4030
AC079336.7	1074	1074	1074	1074
AC079336.2	927	927	927	927
AC079336.1	408	408	408	408
AC079336.6	581	581	581	581
AC079336.4	396	396	396	396
AC079336.3	479	479	479	479
AC025211.1	374	374	374	374
AC007982.1	111	111	111	111
AC084809.1	3042	3042	3042	3042
AC084809.2	513	513	513	513
TMEM98	1253	846	4294	5200
SPACA3	703	835	945	1240
ASIC2	1693	750	3448	5620
AC003687.1	427	427	427	427
AC008133.2	351	351	351	351
AC008133.1	555	555	555	555
AC011824.3	631	631	631	631
AC011824.4	560	560	560	560
AC011824.2	569	576	606	1294
AC011824.1	566	566	566	566
AC024614.1	307	307	307	307
AC024614.2	376	376	376	376
AC024614.3	247	247	247	247
AC024614.4	2403	2403	2403	2403
AC024610.2	1433	1296	2887	6942
AC004147.4	1851	1851	1851	1851
AC024610.1	323	323	323	323
AC123769.1	5985	5985	5985	5985
AC004147.1	299	299	299	299
AC004147.5	536	536	536	536
RNA5SP438	112	112	112	112
AC004147.3	375	375	375	375
AC004147.2	2856	2856	3780	4079
LINC01989	534	306	1024	1227
AC005549.1	1463	1463	1463	1463
CCL2	857	852	989	1956
CCL7	731	696	810	863
CCL11	996	996	996	996
CCL8	867	867	867	867
AC011193.2	366	366	366	366
CCL13	837	837	838	838
CCL1	472	472	594	842
AC011193.1	747	596	1349	1768
C17orf102	3483	3483	3980	3980
TMEM132E	3583	4376	5638	6123
AC005691.1	400	400	400	400
AC005552.1	660	660	660	660
AC022903.1	463	463	463	463
CCT6B	1807	1681	3217	4150
AC022903.2	1003	1003	1003	1003
ZNF830	2069	2069	2223	2513
LIG3	1740	844	8035	13034
RFFL	1930	906	6918	8136
AC004223.3	1032	785	1637	1999
AC004223.4	332	332	332	332
AC004223.2	541	541	541	541
AC004223.1	271	271	271	271
RAD51D	1387	762	9880	11194
RNU6-840P	65	65	65	65
AC022916.1	98	98	98	98
FNDC8	1357	1357	1357	1357
NLE1	2266	1106	5300	5486
UNC45B	4542	5521	5554	5554
AC022916.5	479	479	479	479
AC022916.2	1621	1621	2708	2864
SLFN5	4210	2566	10483	10602
AC022706.1	192	201	230	284
AC060766.2	338	338	338	338
SLFN11	861	595	3007	4376
AC060766.3	256	256	256	256
AC060766.6	323	323	323	323
AC060766.7	940	940	940	940
AC060766.5	577	577	577	577
AC060766.1	627	627	627	627
AC015911.8	521	521	521	521
SLFN12	1141	1240	1522	2551
AC015911.11	1610	1610	1610	1610
SLFN12L	1171	1053	2016	4297
SLFN13	3106	3063	8386	9318
AC015911.5	439	439	439	439
AC015911.7	976	976	976	976
AC015911.3	595	595	595	595
AC015911.10	691	691	691	691
AC015911.2	379	379	379	379
SLFN14	2889	2889	2889	2889
AC015911.6	452	452	452	452
AC015911.9	185	185	185	185
AC015911.1	159	159	159	159
SNHG30	1338	1327	1450	1546
SNORD7	95	95	95	95
PEX12	1943	2096	2668	2864
AP2B1	2000	1819	5710	7653
AC004134.1	231	231	231	231
TAF15	1095	776	2162	5876
RASL10B	1793	1793	3214	3522
GAS2L2	2789	2706	3009	3009
MMP28	1383	1098	2460	3250
AC006237.1	480	480	480	480
C17orf50	702	575	1047	1076
AC015849.2	403	403	403	403
AC015849.3	478	478	478	478
AC015849.4	412	412	412	412
HEATR9	1659	1924	2614	2928
AC015849.6	463	463	463	463
AC015849.1	481	481	657	758
CCL5	991	1077	1171	1318
AC015849.7	247	247	247	247
RDM1	764	623	1542	1911
LINC02079	230	230	230	230
AC006441.5	209	209	209	209
LYZL6	763	908	1060	1126
AC244100.1	400	400	413	413
CCL16	1273	1503	1630	1741
CCL14	1267	679	3285	3292
AC244100.2	2025	2025	3880	3954
CCL15-CCL14	984	984	995	1043
CCL15	1004	1004	1425	1683
AC244100.3	1032	1032	1474	1671
AC244100.4	389	389	389	389
CCL23	671	627	820	872
CCL18	1006	1006	1314	1387
AC243829.4	629	547	1108	1606
CCL3	1243	1297	1605	2696
RN7SL301P	161	161	161	161
AC015818.8	2106	2106	2106	2106
RNU6-1192P	111	111	111	111
AC005702.3	360	360	360	360
AC025048.3	524	524	524	524
HEATR6	2008	1602	5347	6288
AC005702.2	1506	1506	1506	1506
AC025048.4	716	716	716	716
WFDC21P	504	564	637	1104
CCL4L2	859	841	1253	1393
CCL4	1000	659	1795	1813
AC243829.1	619	451	1016	1360
AC022596.1	251	251	251	251
NOS2P3	2269	2269	2269	2269
YWHAEP7	447	447	447	447
AC243571.1	500	500	500	500
HNF1B	2076	1820	3482	5826
AC243571.2	599	599	624	1091
AC243585.1	610	610	610	610
DDX52	2648	2480	6347	9482
MIR378J	109	109	109	109
AC243585.2	498	498	498	498
SYNRG	2749	3405	7890	14023
DUSP14	1735	1558	2185	2407
TADA2A	1116	788	4243	5641
AC243654.2	417	417	417	417
AC243654.1	297	297	297	297
ACACA	2666	863	10008	12920
C17orf78	1843	1843	1969	1969
AC243654.3	722	722	722	722
AC244093.2	525	525	525	525
HMGB1P24	504	504	678	850
AC244093.1	820	820	820	820
AATF	864	588	2068	4615
AC244093.5	1069	1069	1069	1069
AC244093.3	419	419	419	419
MIR2909	68	68	68	68
AC244093.4	704	704	704	704
AC243773.2	256	256	256	256
LHX1	1893	1591	3418	4915
AC243773.1	538	538	538	538
LHX1-DT	766	629	1375	3694
AC243830.1	1462	1462	2327	2437
AC243830.3	378	378	378	378
AC243830.2	638	638	638	638
MRM1	1817	1817	1828	1828
DHRS11	1442	950	4497	5371
GGNBP2	1873	2226	3489	9848
AC243732.1	846	846	846	846
MYO19	1380	844	4277	12942
PIGW	2198	2838	2880	3418
ZNHIT3	1222	876	4212	7087
RNA5SP439	124	124	124	124
AC025048.2	1218	1298	1333	1885
AC025048.7	612	612	612	612
CA4	881	827	1324	2518
AC098850.1	601	601	601	601
USP6	5052	4799	5672	5672
USP32	1525	683	6960	9559
AC053481.2	1500	1500	1500	1500
SCARNA20	132	132	132	132
AC104763.1	363	363	363	363
AC104763.2	730	730	730	730
H3P42	346	346	346	346
RNA5SP526	89	89	89	89
C17orf64	672	655	975	1236
RPL12P38	1689	1689	1689	1689
APPBP2	2283	1336	6528	9896
AC011921.3	360	360	360	360
AC011921.1	648	522	937	1319
AC011921.2	152	152	152	152
LINC01999	644	644	644	644
RPSAP66	597	597	597	597
PPM1D	2176	2242	3509	3786
RNU6-623P	105	105	105	105
BCAS3	1475	818	4590	14451
RN7SL606P	293	293	293	293
AC110602.2	107	107	107	107
KRT18P61	1279	1279	1279	1279
HMGN1P28	364	364	364	364
RN7SL448P	298	298	298	298
AC005884.1	310	310	310	310
AC005856.1	4190	4190	4190	4190
AC005746.3	388	388	388	388
AC005746.2	468	468	468	468
AC005746.1	683	683	713	1308
TBX2-AS1	540	502	859	1200
TBX2	3058	3361	5200	6036
C17orf82	1547	1547	1547	1547
TBX4	1451	941	3364	3966
AC005901.1	545	545	545	545
NACA2	804	804	804	804
BRIP1	2493	1092	7897	9844
INTS2	3436	3340	6240	8534
AC060798.1	99	99	99	99
MED13	2613	1185	10509	12715
AC018628.2	3724	3724	3724	3724
RN7SL800P	281	281	281	281
MED13P1	171	171	171	171
AC018628.3	1414	1414	1414	1414
AC018628.1	105	105	105	105
AC008158.1	102	102	102	102
AC243829.5	246	246	246	246
OLA1P2	1215	1215	1215	1215
OLA1P3	718	718	718	718
HNRNPA1P19	368	368	368	368
AC005702.1	211	211	211	211
RNFT1	1350	1404	2123	3889
RNFT1P3	1076	1076	1076	1076
RPS6KB1	1851	815	5495	7730
AC087499.2	949	949	1184	1504
AC243829.3	108	108	108	108
AC053481.3	846	846	846	846
RPS29P21	172	172	172	172
TUBD1	1174	1189	2241	3007
NDUFB8P2	558	558	558	558
RNU6-450P	94	94	94	94
VMP1	1035	608	4334	6858
MIR21	72	72	72	72
AC040904.1	222	222	222	222
PTRH2	1634	895	4106	4731
CLTC	2407	763	8650	11956
AC091271.1	1086	1086	1086	1086
DHX40	1327	782	3572	5875
DHX40P1	1411	1411	1411	1411
TBC1D3P1-DHX40P1	912	912	912	912
RNFT1-DT	1443	1443	1443	1443
RNU4-13P	141	141	141	141
LINC01476	2305	2260	4188	6517
AC091059.1	227	227	227	227
YPEL2	1854	779	5435	8871
MIR4729	72	72	72	72
AC091059.2	604	604	604	604
SNRPGP17	222	222	222	222
GDPD1	1236	937	2975	3649
AC099850.1	99	99	99	99
SMG8	2188	2198	3894	4158
AC099850.3	552	552	552	552
PRR11	1210	884	2675	4397
AC099850.4	344	344	344	344
SKA2	815	602	2805	3229
MIR301A	86	86	86	86
MIR454	115	115	115	115
RNU2-58P	85	85	85	85
AC099850.2	1348	1348	1348	1348
SKA2P1	69	69	69	69
TRIM37	1816	859	4491	6443
RN7SL716P	268	268	268	268
PPM1E	6539	6539	6539	6539
AC100832.2	658	658	658	658
AC100832.3	329	329	329	329
AC100832.1	377	377	377	377
RNU6-518P	98	98	98	98
AC025521.2	307	307	307	307
AC025521.1	284	284	284	284
RAD51C	994	726	2823	6176
TEX14	3859	4458	4928	5503
AC011195.3	1487	1487	1487	1487
RNU1-85P	125	125	125	125
RNU1-52P	161	161	161	161
AC011195.2	177	177	177	177
RNU1-108P	163	163	163	163
AC011195.1	219	219	219	219
SEPTIN4-AS1	1090	999	1622	2468
SEPTIN4	1513	1597	3531	10149
MTMR4	2676	810	5918	6664
HSF5	4181	4181	4181	4181
SETP3	810	810	810	810
RNF43	3077	3081	5561	7503
AC004687.2	5775	5775	5775	5775
TSPOAP1-AS1	1420	1018	2362	3896
SUPT4H1	924	650	1602	2039
MIR4736	51	51	51	51
AC004687.1	1611	1611	1611	1611
MIR142	87	87	87	87
TSPOAP1	2922	1527	7702	11453
MPO	967	482	3215	3527
LPO	1979	1987	3366	6431
AC004687.3	5555	5555	5555	5555
AC005962.2	1424	1424	1503	1503
MKS1	1211	870	2355	4081
EPX	2719	2719	2719	2719
AC005962.1	652	652	652	652
OR4D2	1787	1787	2010	2095
OR4D1	2977	2977	4930	4932
MSX2P1	756	756	756	756
AC015813.6	5766	5766	5766	5766
DYNLL2	6818	6818	6818	6818
AC015813.3	4849	4849	4849	4849
AC015813.8	3073	3073	3073	3073
AC015813.5	1508	1508	1508	1508
SRSF1	1714	1317	5355	5794
AC015813.2	1494	1494	2274	2274
AC015813.1	3731	4011	4710	5798
AC015813.7	581	581	581	581
VEZF1	3649	3960	4642	4760
AC015813.4	166	166	166	166
CUEDC1	1300	803	3689	5753
AC015845.1	288	288	335	459
MRPS23	1841	638	5575	6335
AC015845.2	492	492	510	615
RN7SKP94	283	283	283	283
CCDC182	814	814	814	814
RNU7-134P	65	65	65	65
MSI2	1715	544	7563	22001
RN7SL449P	287	287	287	287
AC007431.1	1411	1411	1411	1411
AC007431.3	587	587	587	587
AC007431.2	542	542	542	542
AC015883.1	2021	2021	2021	2021
AC091181.1	2086	2086	2086	2086
AC091181.2	1013	1013	1013	1013
AC003950.1	731	731	731	731
AKAP1	2196	2608	4306	5265
AC007114.2	3522	3522	3522	3522
AC007114.1	718	714	983	1547
RNF126P1	1078	1078	1248	1248
SCPEP1	961	721	1930	3850
AC004584.3	2351	2351	2351	2351
COIL	1548	1548	2631	3011
AC004584.2	410	410	410	410
AC004584.1	427	427	427	427
AC015912.3	358	358	358	358
TRIM25	1824	812	5745	9591
AC015912.1	540	540	540	540
MIR3614	86	86	86	86
AC015912.2	181	181	181	181
RNU6-1158P	107	107	107	107
DGKE	3014	1472	8377	10691
C17orf67	884	666	1999	2412
AC106858.1	428	428	428	428
NOG	1918	1918	1918	1918
RPL39P33	156	156	156	156
ANKFN1	1539	767	4269	7619
AC006600.2	2519	2519	2519	2519
AC006600.1	122	122	122	122
AC090618.1	591	591	591	591
PCTP	1808	1856	3838	5690
TMEM100	1028	648	1974	2925
AC105021.1	614	614	639	1094
RNU6-1249P	111	111	111	111
GARS1P1	710	710	710	710
SMIM36	1200	566	2772	3488
MMD	1618	1625	2650	3206
AC007638.1	1589	1589	1589	1589
HLF	1698	1255	5733	6810
AC007638.2	1678	1678	1678	1678
STXBP4	3138	1671	15139	17610
COX11	1402	1035	3112	6996
AC007485.1	207	207	207	207
TOM1L1	1170	751	2415	7102
AC007485.2	1592	1592	1592	1592
RN7SKP14	329	329	329	329
ARL2BPP8	483	483	483	483
ARL2BPP1	397	397	397	397
AC005951.1	499	499	499	499
AC015943.1	776	776	776	776
SUCLA2P1	1451	1451	1451	1451
ISCA1P3	372	372	372	372
AC034268.2	1294	1294	1411	2342
KIF2B	2265	2265	2265	2265
AC034268.1	483	483	483	483
AC090079.1	1179	1179	1179	1179
AC005341.1	711	711	711	711
C17orf112	775	775	840	847
LINC02089	589	589	589	589
LINC01982	307	307	307	307
CA10	1876	2248	3134	4397
AC002090.1	2139	2139	2139	2139
LINC02073	2198	2449	3858	7305
RPL7P48	744	744	744	744
AC005823.1	585	585	585	585
LINC02071	1289	1289	1592	1821
AC005823.2	561	561	561	561
UTP18	934	592	1875	2688
MBTD1	2557	1893	5325	7147
AC006141.1	2092	2092	2092	2092
